TradeDate,ParticipantName,ResourceName,ResourceType,EffectiveTime,IssueTime,OutturnAvailability,OutturnMinimumStableGen,FuelUseFlag
"2024-02-17","PT_500028","GU_503840","GEN","2024-02-17T22:45:00","2024-02-17T22:45:00",2.116,0,"P"
"2024-02-17","PT_500025","GU_501150","GEN","2024-02-17T22:45:00","2024-02-17T22:45:00",2.454,0,"P"
"2024-02-17","PT_500021","GU_500020","GEN","2024-02-17T22:45:00","2024-02-17T22:45:00",2.032,0,"P"
"2024-02-17","PT_500021","GU_501500","GEN","2024-02-17T22:45:00","2024-02-17T22:45:00",12.713,0,"P"
"2024-02-17","PT_500024","GU_503400","GEN","2024-02-17T22:45:00","2024-02-17T22:45:00",0,0,"P"
"2024-02-17","PT_500028","GU_501750","GEN","2024-02-17T22:45:00","2024-02-17T22:45:00",2.849,0,"P"
"2024-02-17","PT_500025","GU_501440","GEN","2024-02-17T22:45:00","2024-02-17T22:45:00",5.689,0,"P"
"2024-02-17","PT_500028","GU_503920","GEN","2024-02-17T22:45:00","2024-02-17T22:45:00",17.818,0,"P"
"2024-02-17","PT_500028","GU_503810","GEN","2024-02-17T22:45:00","2024-02-17T22:45:00",8.55,0,"P"
"2024-02-17","PT_500028","GU_503820","GEN","2024-02-17T22:45:00","2024-02-17T22:45:00",1.288,0,"P"
"2024-02-17","PT_500028","GU_503790","GEN","2024-02-17T22:45:00","2024-02-17T22:45:00",2.752,0,"P"
"2024-02-17","PT_500073","GU_501230","GEN","2024-02-17T22:45:00","2024-02-17T22:45:00",12.749,0,"P"
"2024-02-17","PT_500074","GU_501250","GEN","2024-02-17T22:45:00","2024-02-17T22:45:00",9.049,0,"P"
"2024-02-17","PT_500025","GU_501040","GEN","2024-02-17T22:45:00","2024-02-17T22:45:00",2.756,0,"P"
"2024-02-17","PT_500044","GU_500720","GEN","2024-02-17T22:45:00","2024-02-17T22:45:00",4.135,0,"P"
"2024-02-17","PT_500025","GU_501210","GEN","2024-02-17T22:45:00","2024-02-17T22:45:00",3.416,0,"P"
"2024-02-17","PT_500039","GU_503900","GEN","2024-02-17T22:45:00","2024-02-17T22:45:00",29.329,0,"P"
"2024-02-17","PT_500086","GU_503940","GEN","2024-02-17T22:45:00","2024-02-17T22:45:00",1.806,0,"P"
"2024-02-17","PT_500021","GU_500010","GEN","2024-02-17T22:45:00","2024-02-17T22:45:00",0.489,0,"P"
"2024-02-17","PT_500021","GU_501160","GEN","2024-02-17T22:45:00","2024-02-17T22:45:00",13.257,0,"P"
"2024-02-17","PT_500028","GU_501680","GEN","2024-02-17T22:45:00","2024-02-17T22:45:00",1.799,0,"P"
"2024-02-17","PT_500021","GU_501630","GEN","2024-02-17T22:45:00","2024-02-17T22:45:00",0,0,"P"
"2024-02-17","PT_500047","GU_500790","GEN","2024-02-17T22:45:00","2024-02-17T22:45:00",0.05,0,"P"
"2024-02-17","PT_500021","GU_500740","GEN","2024-02-17T22:45:00","2024-02-17T22:45:00",5.651,0,"P"
"2024-02-17","PT_500110","GU_504200","GEN","2024-02-17T22:45:00","2024-02-17T22:45:00",1.702,0,"P"
"2024-02-17","PT_500021","GU_501620","GEN","2024-02-17T22:45:00","2024-02-17T22:45:00",3.514,0,"P"
"2024-02-17","PT_500021","GU_501550","GEN","2024-02-17T22:45:00","2024-02-17T22:45:00",5.266,0,"P"
"2024-02-17","PT_500086","GU_503930","GEN","2024-02-17T22:45:00","2024-02-17T22:45:00",3.305,0,"P"
"2024-02-17","PT_502534","GU_504040","GEN","2024-02-17T22:45:00","2024-02-17T22:45:00",18.251,0,"P"
"2024-02-17","PT_500028","GU_501660","GEN","2024-02-17T22:45:00","2024-02-17T22:45:00",0,0,"P"
"2024-02-17","PT_500086","GU_501410","GEN","2024-02-17T22:45:00","2024-02-17T22:45:00",0,0,"P"
"2024-02-17","PT_500021","GU_501700","GEN","2024-02-17T22:45:00","2024-02-17T22:45:00",4.722,0,"P"
"2024-02-17","PT_500112","GU_504230","GEN","2024-02-17T22:45:00","2024-02-17T22:45:00",1.386,0,"P"
"2024-02-17","PT_500086","GU_501390","GEN","2024-02-17T22:45:00","2024-02-17T22:45:00",0,0,"P"
"2024-02-17","PT_500025","GU_501190","GEN","2024-02-17T22:45:00","2024-02-17T22:45:00",3.049,0,"P"
"2024-02-17","PT_500021","GU_504060","GEN","2024-02-17T22:45:00","2024-02-17T22:45:00",0.84,0,"P"
"2024-02-17","PT_500024","GU_504090","GEN","2024-02-17T22:45:00","2024-02-17T22:45:00",0,0,"P"
"2024-02-17","PT_500028","GU_503800","GEN","2024-02-17T22:45:00","2024-02-17T22:45:00",4.5,0,"P"
"2024-02-17","PT_500086","GU_501360","GEN","2024-02-17T22:45:00","2024-02-17T22:45:00",3.531,0,"P"
"2024-02-17","PT_500021","GU_501710","GEN","2024-02-17T22:45:00","2024-02-17T22:45:00",3.633,0,"P"
"2024-02-17","PT_500025","GU_501430","GEN","2024-02-17T22:45:00","2024-02-17T22:45:00",0.61,0,"P"
"2024-02-17","PT_500021","GU_501520","GEN","2024-02-17T22:45:00","2024-02-17T22:45:00",5.326,0,"P"
"2024-02-17","PT_500021","GU_501720","GEN","2024-02-17T22:45:00","2024-02-17T22:45:00",1.523,0,"P"
"2024-02-17","PT_500021","GU_504160","GEN","2024-02-17T22:45:00","2024-02-17T22:45:00",1.336,0,"P"
"2024-02-17","PT_500028","GU_503860","GEN","2024-02-17T22:45:00","2024-02-17T22:45:00",1.518,0,"P"
"2024-02-17","PT_500021","GU_501670","GEN","2024-02-17T22:45:00","2024-02-17T22:45:00",15.134,0,"P"
"2024-02-17","PT_500028","GU_503830","GEN","2024-02-17T22:45:00","2024-02-17T22:45:00",3.804,0,"P"
"2024-02-17","PT_502534","GU_504030","GEN","2024-02-17T22:45:00","2024-02-17T22:45:00",10.649,0,"P"
"2024-02-17","PT_500021","GU_501730","GEN","2024-02-17T22:45:00","2024-02-17T22:45:00",4.577,0,"P"
"2024-02-17","PT_500028","GU_501740","GEN","2024-02-17T22:45:00","2024-02-17T22:45:00",1.054,0,"P"
"2024-02-17","PT_500028","GU_503850","GEN","2024-02-17T22:45:00","2024-02-17T22:45:00",2.122,0,"P"
"2024-02-17","PT_500025","GU_501050","GEN","2024-02-17T22:45:00","2024-02-17T22:45:00",3.068,0,"P"
"2024-02-17","PT_500028","GU_503780","GEN","2024-02-17T22:45:00","2024-02-17T22:45:00",1.711,0,"P"
"2024-02-17","PT_400090","DSU_401270","DSU","2024-02-17T22:38:00","2024-02-17T22:36:27",6,1,"P"
"2024-02-17","PT_400090","DSU_403450","DSU","2024-02-17T22:37:00","2024-02-17T22:35:39",0,0,"P"
"2024-02-17","PT_400033","DSU_401330","DSU","2024-02-17T22:32:00","2024-02-17T22:31:58",11,1,"P"
"2024-02-17","PT_402540","GU_405160","GEN","2024-02-17T22:30:00","2024-02-17T22:30:00",4.81,0,"P"
"2024-02-17","PT_400062","GU_401750","GEN","2024-02-17T22:30:00","2024-02-17T22:30:00",2.58,0,"P"
"2024-02-17","PT_402563","GU_404480","GEN","2024-02-17T22:30:00","2024-02-17T22:30:00",1.85,0,"P"
"2024-02-17","PT_500086","GU_501410","GEN","2024-02-17T22:30:00","2024-02-17T22:30:00",0,0,"P"
"2024-02-17","PT_402540","GU_403390","GEN","2024-02-17T22:30:00","2024-02-17T22:30:00",1.24,0,"P"
"2024-02-17","PT_400200","GU_404570","GEN","2024-02-17T22:30:00","2024-02-17T22:30:00",6.72,0,"P"
"2024-02-17","PT_400200","GU_404580","GEN","2024-02-17T22:30:00","2024-02-17T22:30:00",2.18,0,"P"
"2024-02-17","PT_402577","GU_404340","GEN","2024-02-17T22:30:00","2024-02-17T22:30:00",4.28,0,"P"
"2024-02-17","PT_400202","GU_404490","GEN","2024-02-17T22:30:00","2024-02-17T22:30:00",5.18,0,"P"
"2024-02-17","PT_402561","GU_403770","GEN","2024-02-17T22:30:00","2024-02-17T22:30:00",7.2,0,"P"
"2024-02-17","PT_400043","GU_401290","GEN","2024-02-17T22:30:00","2024-02-17T22:30:00",1.15,0,"P"
"2024-02-17","PT_400021","GU_403950","GEN","2024-02-17T22:30:00","2024-02-17T22:30:00",3.51,0,"P"
"2024-02-17","PT_500021","GU_501550","GEN","2024-02-17T22:30:00","2024-02-17T22:30:00",5.165,0,"P"
"2024-02-17","PT_402546","GU_403400","GEN","2024-02-17T22:30:00","2024-02-17T22:30:00",10.86,0,"P"
"2024-02-17","PT_402607","GU_405080","GEN","2024-02-17T22:30:00","2024-02-17T22:30:00",0,0,"P"
"2024-02-17","PT_500021","GU_501620","GEN","2024-02-17T22:30:00","2024-02-17T22:30:00",3.538,0,"P"
"2024-02-17","PT_400192","GU_401980","GEN","2024-02-17T22:30:00","2024-02-17T22:30:00",3.32,0,"P"
"2024-02-17","PT_500028","GU_503860","GEN","2024-02-17T22:30:00","2024-02-17T22:30:00",1.19,0,"P"
"2024-02-17","PT_500021","GU_501730","GEN","2024-02-17T22:30:00","2024-02-17T22:30:00",4.914,0,"P"
"2024-02-17","PT_400062","GU_400840","GEN","2024-02-17T22:30:00","2024-02-17T22:30:00",3.07,0,"P"
"2024-02-17","PT_402540","GU_405110","GEN","2024-02-17T22:30:00","2024-02-17T22:30:00",11.18,0,"P"
"2024-02-17","PT_500086","GU_501360","GEN","2024-02-17T22:30:00","2024-02-17T22:30:00",2.996,0,"P"
"2024-02-17","PT_500025","GU_501440","GEN","2024-02-17T22:30:00","2024-02-17T22:30:00",3.351,0,"P"
"2024-02-17","PT_400238","GU_403380","GEN","2024-02-17T22:30:00","2024-02-17T22:30:00",6.16,0,"P"
"2024-02-17","PT_500074","GU_501250","GEN","2024-02-17T22:30:00","2024-02-17T22:30:00",10.915,0,"P"
"2024-02-17","PT_402613","GU_405210","GEN","2024-02-17T22:30:00","2024-02-17T22:30:00",19.55,0,"P"
"2024-02-17","PT_400021","GU_400600","GEN","2024-02-17T22:30:00","2024-02-17T22:30:00",0.71,0,"P"
"2024-02-17","PT_400043","GU_400660","GEN","2024-02-17T22:30:00","2024-02-17T22:30:00",8.83,0,"P"
"2024-02-17","PT_400200","GU_403920","GEN","2024-02-17T22:30:00","2024-02-17T22:30:00",4.64,0,"P"
"2024-02-17","PT_400033","GU_400950","GEN","2024-02-17T22:30:00","2024-02-17T22:30:00",8.64,0,"P"
"2024-02-17","PT_400043","GU_401060","GEN","2024-02-17T22:30:00","2024-02-17T22:30:00",2.86,0,"P"
"2024-02-17","PT_400043","GU_401930","GEN","2024-02-17T22:30:00","2024-02-17T22:30:00",19.46,0,"P"
"2024-02-17","PT_400062","GU_401730","GEN","2024-02-17T22:30:00","2024-02-17T22:30:00",2.83,0,"P"
"2024-02-17","PT_500086","GU_503930","GEN","2024-02-17T22:30:00","2024-02-17T22:30:00",3.102,0,"P"
"2024-02-17","PT_502534","GU_504040","GEN","2024-02-17T22:30:00","2024-02-17T22:30:00",25.356,0,"P"
"2024-02-17","PT_400043","GU_401150","GEN","2024-02-17T22:30:00","2024-02-17T22:30:00",0.8,0,"P"
"2024-02-17","PT_500025","GU_501210","GEN","2024-02-17T22:30:00","2024-02-17T22:30:00",3.594,0,"P"
"2024-02-17","PT_500086","GU_503940","GEN","2024-02-17T22:30:00","2024-02-17T22:30:00",2.605,0,"P"
"2024-02-17","PT_400062","GU_403940","GEN","2024-02-17T22:30:00","2024-02-17T22:30:00",11.13,0,"P"
"2024-02-17","PT_500021","GU_501520","GEN","2024-02-17T22:30:00","2024-02-17T22:30:00",3.291,0,"P"
"2024-02-17","PT_400208","GU_402110","GEN","2024-02-17T22:30:00","2024-02-17T22:30:00",9.49,0,"P"
"2024-02-17","PT_500028","GU_503840","GEN","2024-02-17T22:30:00","2024-02-17T22:30:00",1.725,0,"P"
"2024-02-17","PT_400220","GU_405840","GEN","2024-02-17T22:30:00","2024-02-17T22:30:00",0.01,0,"P"
"2024-02-17","PT_400028","GU_401810","GEN","2024-02-17T22:30:00","2024-02-17T22:30:00",1.13,0,"P"
"2024-02-17","PT_400200","GU_403990","GEN","2024-02-17T22:30:00","2024-02-17T22:30:00",7.22,0,"P"
"2024-02-17","PT_500028","GU_503830","GEN","2024-02-17T22:30:00","2024-02-17T22:30:00",3.179,0,"P"
"2024-02-17","PT_400021","GU_400910","GEN","2024-02-17T22:30:00","2024-02-17T22:30:00",15.86,0,"P"
"2024-02-17","PT_500073","GU_501230","GEN","2024-02-17T22:30:00","2024-02-17T22:30:00",12.749,0,"P"
"2024-02-17","PT_500021","GU_501720","GEN","2024-02-17T22:30:00","2024-02-17T22:30:00",1.338,0,"P"
"2024-02-17","PT_400038","GU_400550","GEN","2024-02-17T22:30:00","2024-02-17T22:30:00",5.95,0,"P"
"2024-02-17","PT_400033","GU_402080","GEN","2024-02-17T22:30:00","2024-02-17T22:30:00",0.47,0,"P"
"2024-02-17","PT_400062","GU_404420","GEN","2024-02-17T22:30:00","2024-02-17T22:30:00",2.29,0,"P"
"2024-02-17","PT_500044","GU_500720","GEN","2024-02-17T22:30:00","2024-02-17T22:30:00",4.428,0,"P"
"2024-02-17","PT_400225","GU_402340","GEN","2024-02-17T22:30:00","2024-02-17T22:30:00",2.49,0,"P"
"2024-02-17","PT_400021","GU_400021","GEN","2024-02-17T22:30:00","2024-02-17T22:30:00",2.3,0,"P"
"2024-02-17","PT_500021","GU_501700","GEN","2024-02-17T22:30:00","2024-02-17T22:30:00",4.354,0,"P"
"2024-02-17","PT_400043","GU_400650","GEN","2024-02-17T22:30:00","2024-02-17T22:30:00",2.52,0,"P"
"2024-02-17","PT_400030","GU_405190","GEN","2024-02-17T22:30:00","2024-02-17T22:30:00",0.09,0,"P"
"2024-02-17","PT_400062","GU_401780","GEN","2024-02-17T22:30:00","2024-02-17T22:30:00",2.21,0,"P"
"2024-02-17","PT_400033","GU_401090","GEN","2024-02-17T22:30:00","2024-02-17T22:30:00",0.27,0,"P"
"2024-02-17","PT_502534","GU_504030","GEN","2024-02-17T22:30:00","2024-02-17T22:30:00",16.236,0,"P"
"2024-02-17","PT_500025","GU_501430","GEN","2024-02-17T22:30:00","2024-02-17T22:30:00",0.492,0,"P"
"2024-02-17","PT_400028","GU_401540","GEN","2024-02-17T22:30:00","2024-02-17T22:30:00",6.27,0,"P"
"2024-02-17","PT_400028","GU_402260","GEN","2024-02-17T22:30:00","2024-02-17T22:30:00",1.24,0,"P"
"2024-02-17","PT_400062","GU_401720","GEN","2024-02-17T22:30:00","2024-02-17T22:30:00",1.54,0,"P"
"2024-02-17","PT_400062","GU_401770","GEN","2024-02-17T22:30:00","2024-02-17T22:30:00",14.69,0,"P"
"2024-02-17","PT_400021","GU_400591","GEN","2024-02-17T22:30:00","2024-02-17T22:30:00",15.22,0,"P"
"2024-02-17","PT_400043","GU_401250","GEN","2024-02-17T22:30:00","2024-02-17T22:30:00",4.69,0,"P"
"2024-02-17","PT_500110","GU_504200","GEN","2024-02-17T22:30:00","2024-02-17T22:30:00",2.273,0,"P"
"2024-02-17","PT_400021","GU_400060","GEN","2024-02-17T22:30:00","2024-02-17T22:30:00",2.13,0,"P"
"2024-02-17","PT_400062","GU_400731","GEN","2024-02-17T22:30:00","2024-02-17T22:30:00",5.54,0,"P"
"2024-02-17","PT_400165","GU_401840","GEN","2024-02-17T22:30:00","2024-02-17T22:30:00",17.4,0,"P"
"2024-02-17","PT_400021","GU_403980","GEN","2024-02-17T22:30:00","2024-02-17T22:30:00",1.87,0,"P"
"2024-02-17","PT_400051","GU_403970","GEN","2024-02-17T22:30:00","2024-02-17T22:30:00",2.2,0,"P"
"2024-02-17","PT_500021","GU_504060","GEN","2024-02-17T22:30:00","2024-02-17T22:30:00",1.372,0,"P"
"2024-02-17","PT_400200","GU_403750","GEN","2024-02-17T22:30:00","2024-02-17T22:30:00",5.26,0,"P"
"2024-02-17","PT_400028","GU_406560","GEN","2024-02-17T22:30:00","2024-02-17T22:30:00",3.04,0,"P"
"2024-02-17","PT_500028","GU_501660","GEN","2024-02-17T22:30:00","2024-02-17T22:30:00",0,0,"P"
"2024-02-17","PT_400033","GU_401680","GEN","2024-02-17T22:30:00","2024-02-17T22:30:00",1.57,0,"P"
"2024-02-17","PT_400062","GU_401710","GEN","2024-02-17T22:30:00","2024-02-17T22:30:00",0.44,0,"P"
"2024-02-17","PT_500025","GU_501040","GEN","2024-02-17T22:30:00","2024-02-17T22:30:00",2.747,0,"P"
"2024-02-17","PT_400021","GU_404990","GEN","2024-02-17T22:30:00","2024-02-17T22:30:00",2.33,0,"P"
"2024-02-17","PT_400062","GU_401740","GEN","2024-02-17T22:30:00","2024-02-17T22:30:00",2.78,0,"P"
"2024-02-17","PT_400025","GU_405890","GEN","2024-02-17T22:30:00","2024-02-17T22:30:00",1.47,0,"P"
"2024-02-17","PT_400021","GU_402210","GEN","2024-02-17T22:30:00","2024-02-17T22:30:00",5.05,0,"P"
"2024-02-17","PT_402540","GU_404000","GEN","2024-02-17T22:30:00","2024-02-17T22:30:00",0.78,0,"P"
"2024-02-17","PT_400062","GU_400730","GEN","2024-02-17T22:30:00","2024-02-17T22:30:00",0.89,0,"P"
"2024-02-17","PT_402608","GU_405140","GEN","2024-02-17T22:30:00","2024-02-17T22:30:00",19.65,0,"P"
"2024-02-17","PT_500021","GU_501500","GEN","2024-02-17T22:30:00","2024-02-17T22:30:00",8.032,0,"P"
"2024-02-17","PT_402630","GU_406470","GEN","2024-02-17T22:30:00","2024-02-17T22:30:00",0,0,"P"
"2024-02-17","PT_402564","GU_403810","GEN","2024-02-17T22:30:00","2024-02-17T22:30:00",4.95,0,"P"
"2024-02-17","PT_400043","GU_401000","GEN","2024-02-17T22:30:00","2024-02-17T22:30:00",2.08,0,"P"
"2024-02-17","PT_400033","GU_402150","GEN","2024-02-17T22:30:00","2024-02-17T22:30:00",8.01,0,"P"
"2024-02-17","PT_400200","GU_404470","GEN","2024-02-17T22:30:00","2024-02-17T22:30:00",2.78,0,"P"
"2024-02-17","PT_500028","GU_503780","GEN","2024-02-17T22:30:00","2024-02-17T22:30:00",1.578,0,"P"
"2024-02-17","PT_400021","GU_401960","GEN","2024-02-17T22:30:00","2024-02-17T22:30:00",11.58,0,"P"
"2024-02-17","PT_500025","GU_501050","GEN","2024-02-17T22:30:00","2024-02-17T22:30:00",3,0,"P"
"2024-02-17","PT_400028","GU_405130","GEN","2024-02-17T22:30:00","2024-02-17T22:30:00",51.57,0,"P"
"2024-02-17","PT_500021","GU_501630","GEN","2024-02-17T22:30:00","2024-02-17T22:30:00",0,0,"P"
"2024-02-17","PT_400043","GU_401070","GEN","2024-02-17T22:30:00","2024-02-17T22:30:00",3.46,0,"P"
"2024-02-17","PT_400222","GU_402270","GEN","2024-02-17T22:30:00","2024-02-17T22:30:00",15.19,0,"P"
"2024-02-17","PT_400021","GU_401080","GEN","2024-02-17T22:30:00","2024-02-17T22:30:00",3.92,0,"P"
"2024-02-17","PT_500024","GU_503400","GEN","2024-02-17T22:30:00","2024-02-17T22:30:00",0,0,"P"
"2024-02-17","PT_400202","GU_404500","GEN","2024-02-17T22:30:00","2024-02-17T22:30:00",3.27,0,"P"
"2024-02-17","PT_400043","GU_401340","GEN","2024-02-17T22:30:00","2024-02-17T22:30:00",0.51,0,"P"
"2024-02-17","PT_500028","GU_503820","GEN","2024-02-17T22:30:00","2024-02-17T22:30:00",2.365,0,"P"
"2024-02-17","PT_400051","GU_402050","GEN","2024-02-17T22:30:00","2024-02-17T22:30:00",1.27,0,"P"
"2024-02-17","PT_400028","GU_405090","GEN","2024-02-17T22:30:00","2024-02-17T22:30:00",0,0,"P"
"2024-02-17","PT_400030","GU_403760","GEN","2024-02-17T22:30:00","2024-02-17T22:30:00",31.2,0,"P"
"2024-02-17","PT_400028","GU_401890","GEN","2024-02-17T22:30:00","2024-02-17T22:30:00",4.26,0,"P"
"2024-02-17","PT_400021","GU_403840","GEN","2024-02-17T22:30:00","2024-02-17T22:30:00",8.29,0,"P"
"2024-02-17","PT_400185","GU_401950","GEN","2024-02-17T22:30:00","2024-02-17T22:30:00",4.36,0,"P"
"2024-02-17","PT_400043","GU_401360","GEN","2024-02-17T22:30:00","2024-02-17T22:30:00",0.52,0,"P"
"2024-02-17","PT_400062","GU_404290","GEN","2024-02-17T22:30:00","2024-02-17T22:30:00",0.71,0,"P"
"2024-02-17","PT_500024","GU_504090","GEN","2024-02-17T22:30:00","2024-02-17T22:30:00",0,0,"P"
"2024-02-17","PT_400030","GU_403790","GEN","2024-02-17T22:30:00","2024-02-17T22:30:00",10.75,0,"P"
"2024-02-17","PT_400021","GU_401380","GEN","2024-02-17T22:30:00","2024-02-17T22:30:00",1.95,0,"P"
"2024-02-17","PT_400043","GU_401790","GEN","2024-02-17T22:30:00","2024-02-17T22:30:00",1.84,0,"P"
"2024-02-17","PT_500021","GU_500740","GEN","2024-02-17T22:30:00","2024-02-17T22:30:00",5.803,0,"P"
"2024-02-17","PT_400033","GU_400940","GEN","2024-02-17T22:30:00","2024-02-17T22:30:00",4.62,0,"P"
"2024-02-17","PT_500021","GU_501670","GEN","2024-02-17T22:30:00","2024-02-17T22:30:00",19.721,0,"P"
"2024-02-17","PT_500028","GU_501750","GEN","2024-02-17T22:30:00","2024-02-17T22:30:00",2.945,0,"P"
"2024-02-17","PT_500025","GU_501150","GEN","2024-02-17T22:30:00","2024-02-17T22:30:00",4.891,0,"P"
"2024-02-17","PT_400043","GU_402200","GEN","2024-02-17T22:30:00","2024-02-17T22:30:00",2.18,0,"P"
"2024-02-17","PT_400043","GU_401280","GEN","2024-02-17T22:30:00","2024-02-17T22:30:00",11.83,0,"P"
"2024-02-17","PT_400028","GU_401820","GEN","2024-02-17T22:30:00","2024-02-17T22:30:00",3.56,0,"P"
"2024-02-17","PT_500028","GU_503800","GEN","2024-02-17T22:30:00","2024-02-17T22:30:00",3.896,0,"P"
"2024-02-17","PT_402577","GU_404930","GEN","2024-02-17T22:30:00","2024-02-17T22:30:00",0.14,0,"P"
"2024-02-17","PT_400043","GU_401920","GEN","2024-02-17T22:30:00","2024-02-17T22:30:00",1.07,0,"P"
"2024-02-17","PT_500028","GU_501740","GEN","2024-02-17T22:30:00","2024-02-17T22:30:00",1.186,0,"P"
"2024-02-17","PT_400043","GU_406530","GEN","2024-02-17T22:30:00","2024-02-17T22:30:00",6.24,0,"P"
"2024-02-17","PT_500039","GU_503900","GEN","2024-02-17T22:30:00","2024-02-17T22:30:00",25.702,0,"P"
"2024-02-17","PT_400208","GU_402130","GEN","2024-02-17T22:30:00","2024-02-17T22:30:00",11.39,0,"P"
"2024-02-17","PT_500028","GU_503850","GEN","2024-02-17T22:30:00","2024-02-17T22:30:00",2.419,0,"P"
"2024-02-17","PT_500021","GU_501160","GEN","2024-02-17T22:30:00","2024-02-17T22:30:00",16.123,0,"P"
"2024-02-17","PT_400028","GU_402250","GEN","2024-02-17T22:30:00","2024-02-17T22:30:00",8.3,0,"P"
"2024-02-17","PT_400051","GU_402280","GEN","2024-02-17T22:30:00","2024-02-17T22:30:00",3.01,0,"P"
"2024-02-17","PT_500028","GU_501680","GEN","2024-02-17T22:30:00","2024-02-17T22:30:00",1.685,0,"P"
"2024-02-17","PT_400200","GU_404460","GEN","2024-02-17T22:30:00","2024-02-17T22:30:00",7.41,0,"P"
"2024-02-17","PT_500112","GU_504230","GEN","2024-02-17T22:30:00","2024-02-17T22:30:00",1.366,0,"P"
"2024-02-17","PT_500086","GU_501390","GEN","2024-02-17T22:30:00","2024-02-17T22:30:00",0,0,"P"
"2024-02-17","PT_400062","GU_404210","GEN","2024-02-17T22:30:00","2024-02-17T22:30:00",5.1,0,"P"
"2024-02-17","PT_500028","GU_503790","GEN","2024-02-17T22:30:00","2024-02-17T22:30:00",2.26,0,"P"
"2024-02-17","PT_400109","GU_401350","GEN","2024-02-17T22:30:00","2024-02-17T22:30:00",8.6,0,"P"
"2024-02-17","PT_400062","GU_401760","GEN","2024-02-17T22:30:00","2024-02-17T22:30:00",0.81,0,"P"
"2024-02-17","PT_500028","GU_503810","GEN","2024-02-17T22:30:00","2024-02-17T22:30:00",6.991,0,"P"
"2024-02-17","PT_400220","GU_406580","GEN","2024-02-17T22:30:00","2024-02-17T22:30:00",0.09,0,"P"
"2024-02-17","PT_500021","GU_500010","GEN","2024-02-17T22:30:00","2024-02-17T22:30:00",0.281,0,"P"
"2024-02-17","PT_400200","GU_403880","GEN","2024-02-17T22:30:00","2024-02-17T22:30:00",4.37,0,"P"
"2024-02-17","PT_400028","GU_402160","GEN","2024-02-17T22:30:00","2024-02-17T22:30:00",1.41,0,"P"
"2024-02-17","PT_400062","GU_404200","GEN","2024-02-17T22:30:00","2024-02-17T22:30:00",3.18,0,"P"
"2024-02-17","PT_500047","GU_500790","GEN","2024-02-17T22:30:00","2024-02-17T22:30:00",0.125,0,"P"
"2024-02-17","PT_400021","GU_401990","GEN","2024-02-17T22:30:00","2024-02-17T22:30:00",24.71,0,"P"
"2024-02-17","PT_400021","GU_402220","GEN","2024-02-17T22:30:00","2024-02-17T22:30:00",6.54,0,"P"
"2024-02-17","PT_400126","GU_401500","GEN","2024-02-17T22:30:00","2024-02-17T22:30:00",6.13,0,"P"
"2024-02-17","PT_400021","GU_400080","GEN","2024-02-17T22:30:00","2024-02-17T22:30:00",4.05,0,"P"
"2024-02-17","PT_500028","GU_503920","GEN","2024-02-17T22:30:00","2024-02-17T22:30:00",19.716,0,"P"
"2024-02-17","PT_400021","GU_400070","GEN","2024-02-17T22:30:00","2024-02-17T22:30:00",12.54,0,"P"
"2024-02-17","PT_400220","GU_402300","GEN","2024-02-17T22:30:00","2024-02-17T22:30:00",6.72,0,"P"
"2024-02-17","PT_400033","GU_401440","GEN","2024-02-17T22:30:00","2024-02-17T22:30:00",1.31,0,"P"
"2024-02-17","PT_400033","GU_401940","GEN","2024-02-17T22:30:00","2024-02-17T22:30:00",10.56,0,"P"
"2024-02-17","PT_402563","GU_403800","GEN","2024-02-17T22:30:00","2024-02-17T22:30:00",4.2,0,"P"
"2024-02-17","PT_400132","GU_401700","GEN","2024-02-17T22:30:00","2024-02-17T22:30:00",2.14,0,"P"
"2024-02-17","PT_400146","GU_401670","GEN","2024-02-17T22:30:00","2024-02-17T22:30:00",1.01,0,"P"
"2024-02-17","PT_400174","GU_405870","GEN","2024-02-17T22:30:00","2024-02-17T22:30:00",1.15,0,"P"
"2024-02-17","PT_400033","GU_400620","GEN","2024-02-17T22:30:00","2024-02-17T22:30:00",7.12,0,"P"
"2024-02-17","PT_400135","GU_401690","GEN","2024-02-17T22:30:00","2024-02-17T22:30:00",13.42,0,"P"
"2024-02-17","PT_400062","GU_403930","GEN","2024-02-17T22:30:00","2024-02-17T22:30:00",1.63,0,"P"
"2024-02-17","PT_402576","GU_404330","GEN","2024-02-17T22:30:00","2024-02-17T22:30:00",9.33,0,"P"
"2024-02-17","PT_400021","GU_400050","GEN","2024-02-17T22:30:00","2024-02-17T22:30:00",10.84,0,"P"
"2024-02-17","PT_400043","GU_402010","GEN","2024-02-17T22:30:00","2024-02-17T22:30:00",0.56,0,"P"
"2024-02-17","PT_400178","GU_401900","GEN","2024-02-17T22:30:00","2024-02-17T22:30:00",20.35,0,"P"
"2024-02-17","PT_400080","GU_404560","GEN","2024-02-17T22:30:00","2024-02-17T22:30:00",1.09,0,"P"
"2024-02-17","PT_500021","GU_500020","GEN","2024-02-17T22:30:00","2024-02-17T22:30:00",1.382,0,"P"
"2024-02-17","PT_400030","GU_405150","GEN","2024-02-17T22:30:00","2024-02-17T22:30:00",0,0,"P"
"2024-02-17","PT_500021","GU_501710","GEN","2024-02-17T22:30:00","2024-02-17T22:30:00",2.243,0,"P"
