TradeDate,ResourceName,StartTime,EndTime,MeteredFlow,FlowVariance,ResidualCapacity
"2023-12-05","I_NIMOYLE","2023-12-05T19:00:00","2023-12-05T19:30:00",180.5,-32.5,74
"2023-12-05","I_ROIEWIC","2023-12-05T19:00:00","2023-12-05T19:29:59",155.59,-38.91,126
"2023-12-05","I_NIMOYLE","2023-12-05T20:00:00","2023-12-05T20:30:00",130,-24,192
"2023-12-05","I_ROIEWIC","2023-12-05T20:00:00","2023-12-05T20:29:59",16.76,-27.74,426
"2023-12-05","I_NIMOYLE","2023-12-05T21:00:00","2023-12-05T21:30:00",26.1,-31.9,384
"2023-12-05","I_ROIEWIC","2023-12-05T21:00:00","2023-12-05T21:29:59",-30.44,-30.44,515
"2023-12-05","I_NIMOYLE","2023-12-05T22:00:00","2023-12-05T22:30:00",134.7,35.7,302
"2023-12-05","I_ROIEWIC","2023-12-05T22:00:00","2023-12-05T22:29:59",6.26,6.26,515
"2023-12-06","I_NIMOYLE","2023-12-05T23:00:00","2023-12-05T23:30:00",115.5,10,289
"2023-12-07","I_NIMOYLE","2023-12-07T00:00:00","2023-12-07T00:30:00",10.5,-4.5,470
"2023-12-07","I_NIMOYLE","2023-12-07T01:00:00","2023-12-07T01:30:00",-16,-64.4995,403.001
"2023-12-07","I_NIMOYLE","2023-12-07T02:00:00","2023-12-07T02:30:00",-29,-29,500
"2023-12-07","I_NIMOYLE","2023-12-07T03:00:00","2023-12-07T03:30:00",-72.5,-118,409
"2023-12-07","I_ROIEWIC","2023-12-07T03:00:00","2023-12-07T03:29:59",-30.51,-30.51,515
"2023-12-07","I_NIMOYLE","2023-12-07T04:00:00","2023-12-07T04:30:00",-121.6,-206.6,330
"2023-12-07","I_ROIEWIC","2023-12-07T04:00:00","2023-12-07T04:29:59",-75.91,-121.4095,424.001
"2023-12-07","I_NIMOYLE","2023-12-07T05:00:00","2023-12-07T05:30:00",-199.2,-399.2,100
"2023-12-07","I_ROIEWIC","2023-12-07T05:00:00","2023-12-07T05:29:59",-142.35,-249.85,300
"2023-12-07","I_NIMOYLE","2023-12-07T06:00:00","2023-12-07T06:30:00",-199.2,-399.2,100
"2023-12-07","I_ROIEWIC","2023-12-07T06:00:00","2023-12-07T06:29:59",-167.97,-356.97,137
"2023-12-07","I_NIMOYLE","2023-12-07T07:00:00","2023-12-07T07:30:00",-183.6,-383.6,100
"2023-12-07","I_ROIEWIC","2023-12-07T07:00:00","2023-12-07T07:29:59",-25.14,-83.14,399
"2023-12-07","I_NIMOYLE","2023-12-07T08:00:00","2023-12-07T08:30:00",-54.8,-138.3,333
"2023-12-07","I_ROIEWIC","2023-12-07T08:00:00","2023-12-07T08:29:59",-1.29,-1.29,515
"2023-12-07","I_NIMOYLE","2023-12-07T09:00:00","2023-12-07T09:30:00",-13.6,-58.6,410
"2023-12-07","I_ROIEWIC","2023-12-07T09:00:00","2023-12-07T09:29:59",-1.29,-1.29,515
"2023-12-07","I_NIMOYLE","2023-12-07T10:00:00","2023-12-07T10:30:00",29.1,29.1,500
"2023-12-07","I_ROIEWIC","2023-12-07T10:00:00","2023-12-07T10:29:59",-1.29,-1.29,515
"2023-12-07","I_NIMOYLE","2023-12-07T11:00:00","2023-12-07T11:30:00",75,29.5,409
"2023-12-07","I_ROIEWIC","2023-12-07T11:00:00","2023-12-07T11:29:59",28.3,28.3,515
"2023-12-07","I_NIMOYLE","2023-12-07T12:00:00","2023-12-07T12:30:00",215.5,28,125
"2023-12-07","I_ROIEWIC","2023-12-07T12:00:00","2023-12-07T12:29:59",9.25,9.25,515
"2023-12-07","I_NIMOYLE","2023-12-07T13:00:00","2023-12-07T13:30:00",138.5,-11.5,200
"2023-12-07","I_ROIEWIC","2023-12-07T13:00:00","2023-12-07T13:29:59",11.74,11.74,515
"2023-12-07","I_NIMOYLE","2023-12-07T14:00:00","2023-12-07T14:30:00",138.1,10.1,244
"2023-12-07","I_ROIEWIC","2023-12-07T14:00:00","2023-12-07T14:29:59",48.63,3.63,425
"2023-12-07","I_NIMOYLE","2023-12-07T15:00:00","2023-12-07T15:30:00",217.4,-7.6,50
"2023-12-07","I_ROIEWIC","2023-12-07T15:00:00","2023-12-07T15:29:59",44.43,-15.07,396
"2023-12-07","I_NIMOYLE","2023-12-07T16:00:00","2023-12-07T16:30:00",219.5,21,103
"2023-12-07","I_ROIEWIC","2023-12-07T16:00:00","2023-12-07T16:29:59",13.75,13.75,515
"2023-12-07","I_NIMOYLE","2023-12-07T17:00:00","2023-12-07T17:30:00",224.3,-0.7,50
"2023-12-07","I_ROIEWIC","2023-12-07T17:00:00","2023-12-07T17:29:59",12.98,-30.02,429
"2023-12-07","I_NIMOYLE","2023-12-07T18:00:00","2023-12-07T18:30:00",179.1,-32.4,77
"2023-12-07","I_ROIEWIC","2023-12-07T18:00:00","2023-12-07T18:29:59",1.01,-17.49,478
"2023-12-07","I_NIMOYLE","2023-12-07T19:00:00","2023-12-07T19:30:00",141.8,-36.2,144
"2023-12-07","I_ROIEWIC","2023-12-07T19:00:00","2023-12-07T19:29:59",26.12,22.1205,507.001
"2023-12-07","I_NIMOYLE","2023-12-07T20:00:00","2023-12-07T20:30:00",138.6,24.6,272
"2023-12-07","I_NIMOYLE","2023-12-07T21:00:00","2023-12-07T21:30:00",98.5,-37.5,228
"2023-12-07","I_NIMOYLE","2023-12-07T22:00:00","2023-12-07T22:30:00",-35.9,-35.9,500
"2023-12-08","I_NIMOYLE","2023-12-07T23:00:00","2023-12-07T23:30:00",-32,-42,480
"2023-12-08","I_NIMOYLE","2023-12-08T00:00:00","2023-12-08T00:30:00",-87.4,-138.4,398
"2023-12-08","I_NIMOYLE","2023-12-08T01:00:00","2023-12-08T01:30:00",-199.2,-399.2,100
"2023-12-08","I_ROIEWIC","2023-12-08T01:00:00","2023-12-08T01:29:59",-9.02,-42.52,448
"2023-12-08","I_NIMOYLE","2023-12-08T02:00:00","2023-12-08T02:30:00",-141.1,-302.6,177
"2023-12-08","I_ROIEWIC","2023-12-08T02:00:00","2023-12-08T02:29:59",-1.3,-1.3,515
"2023-12-08","I_NIMOYLE","2023-12-08T03:00:00","2023-12-08T03:30:00",-199.3,-399.3,100
"2023-12-08","I_ROIEWIC","2023-12-08T03:00:00","2023-12-08T03:29:59",-7.75,-7.75,515
"2023-12-08","I_NIMOYLE","2023-12-08T04:00:00","2023-12-08T04:30:00",-190.4,-390.4,100
"2023-12-08","I_ROIEWIC","2023-12-08T04:00:00","2023-12-08T04:29:59",-53.33,-68.8295,484.001
"2023-12-08","I_NIMOYLE","2023-12-08T05:00:00","2023-12-08T05:30:00",-189.7,-352.7,174
"2023-12-08","I_ROIEWIC","2023-12-08T05:00:00","2023-12-08T05:29:59",-187.78,-353.28,184
"2023-12-08","I_NIMOYLE","2023-12-08T06:00:00","2023-12-08T06:30:00",-196.3,-396.3,100
"2023-12-08","I_ROIEWIC","2023-12-08T06:00:00","2023-12-08T06:29:59",-196.4,-370.9,166
"2023-12-08","I_NIMOYLE","2023-12-08T07:00:00","2023-12-08T07:30:00",-67.6,-171.1,293
"2023-12-08","I_ROIEWIC","2023-12-08T07:00:00","2023-12-08T07:29:59",-72.46,-176.96,306
"2023-12-08","I_NIMOYLE","2023-12-08T08:00:00","2023-12-08T08:30:00",-26,-71,410
"2023-12-08","I_ROIEWIC","2023-12-08T08:00:00","2023-12-08T08:29:59",-1.28,-1.28,515
"2023-12-08","I_NIMOYLE","2023-12-08T09:00:00","2023-12-08T09:30:00",37,37,500
"2023-12-08","I_ROIEWIC","2023-12-08T09:00:00","2023-12-08T09:29:59",-1.29,-1.29,515
"2023-12-08","I_NIMOYLE","2023-12-08T10:00:00","2023-12-08T10:30:00",25.3,-15.7,418
"2023-12-08","I_ROIEWIC","2023-12-08T10:00:00","2023-12-08T10:29:59",-1.28,-1.28,515
"2023-12-08","I_NIMOYLE","2023-12-08T11:00:00","2023-12-08T11:30:00",14,-29,414
"2023-12-08","I_ROIEWIC","2023-12-08T11:00:00","2023-12-08T11:29:59",-10.2,-35.2,465
"2023-12-08","I_NIMOYLE","2023-12-08T12:00:00","2023-12-08T12:30:00",-76.8,-151.8,350
"2023-12-08","I_ROIEWIC","2023-12-08T12:00:00","2023-12-08T12:29:59",-1.28,-1.28,515
"2023-12-08","I_NIMOYLE","2023-12-08T13:00:00","2023-12-08T13:30:00",-111.9,-198.9,326
"2023-12-08","I_ROIEWIC","2023-12-08T13:00:00","2023-12-08T13:29:59",-1.29,-1.29,515
"2023-12-08","I_NIMOYLE","2023-12-08T14:00:00","2023-12-08T14:30:00",-85.8,-187.3,297
"2023-12-08","I_ROIEWIC","2023-12-08T14:00:00","2023-12-08T14:29:59",-1.29,-1.29,515
"2023-12-08","I_NIMOYLE","2023-12-08T15:00:00","2023-12-08T15:30:00",-40.6,-98.1,385
"2023-12-08","I_ROIEWIC","2023-12-08T15:00:00","2023-12-08T15:29:59",-2.47,-2.47,515
"2023-12-08","I_NIMOYLE","2023-12-08T16:00:00","2023-12-08T16:30:00",37.1,37.1,500
"2023-12-08","I_ROIEWIC","2023-12-08T16:00:00","2023-12-08T16:29:59",-3.75,-21.2495,480.001
"2023-12-08","I_NIMOYLE","2023-12-08T17:00:00","2023-12-08T17:30:00",36.8,-4.2,418
"2023-12-08","I_ROIEWIC","2023-12-08T17:00:00","2023-12-08T17:29:59",-1.3,-1.3,515
"2023-12-08","I_NIMOYLE","2023-12-08T18:00:00","2023-12-08T18:30:00",146.6,36.6,280
"2023-12-08","I_ROIEWIC","2023-12-08T18:00:00","2023-12-08T18:29:59",31.71,31.71,515
"2023-12-08","I_NIMOYLE","2023-12-08T19:00:00","2023-12-08T19:30:00",128.5,-2,239
"2023-12-08","I_ROIEWIC","2023-12-08T19:00:00","2023-12-08T19:29:59",48.93,20.93,459
"2023-12-08","I_NIMOYLE","2023-12-08T20:00:00","2023-12-08T20:30:00",102,-0.5,295
"2023-12-08","I_ROIEWIC","2023-12-08T20:00:00","2023-12-08T20:29:59",23.76,0.26,468
"2023-12-08","I_NIMOYLE","2023-12-08T21:00:00","2023-12-08T21:30:00",89.4,-13.1,295
"2023-12-08","I_ROIEWIC","2023-12-08T21:00:00","2023-12-08T21:29:59",71.38,25.38,423
"2023-12-08","I_NIMOYLE","2023-12-08T22:00:00","2023-12-08T22:30:00",42.7,-32.3,350
"2023-12-08","I_ROIEWIC","2023-12-08T22:00:00","2023-12-08T22:29:59",41.93,16.43,464
"2023-12-09","I_ROIEWIC","2023-12-08T23:00:00","2023-12-08T23:29:59",50.8,34.3,482
"2023-12-09","I_ROIEWIC","2023-12-09T00:00:00","2023-12-09T00:29:59",142.37,-24.13,182
"2023-12-09","I_NIMOYLE","2023-12-09T01:00:00","2023-12-09T01:30:00",-18.3,-47.8,441
"2023-12-09","I_ROIEWIC","2023-12-09T01:00:00","2023-12-09T01:29:59",102.86,21.36,352
"2023-12-09","I_NIMOYLE","2023-12-09T02:00:00","2023-12-09T02:30:00",6.7,5.2,497
"2023-12-09","I_ROIEWIC","2023-12-09T02:00:00","2023-12-09T02:29:59",91.06,6.56,346
"2023-12-09","I_NIMOYLE","2023-12-09T03:00:00","2023-12-09T03:30:00",39.6,10.6,442
"2023-12-09","I_ROIEWIC","2023-12-09T03:00:00","2023-12-09T03:29:59",124.16,8.16,283
"2023-12-09","I_NIMOYLE","2023-12-09T04:00:00","2023-12-09T04:30:00",79.9,8.4,357
"2023-12-09","I_ROIEWIC","2023-12-09T04:00:00","2023-12-09T04:29:59",147.16,3.16,227
"2023-12-09","I_NIMOYLE","2023-12-09T05:00:00","2023-12-09T05:30:00",113.6,6.6,286
"2023-12-09","I_ROIEWIC","2023-12-09T05:00:00","2023-12-09T05:29:59",22.92,-31.08,407
"2023-12-09","I_NIMOYLE","2023-12-09T06:00:00","2023-12-09T06:30:00",128.8,-18.7,205
"2023-12-09","I_ROIEWIC","2023-12-09T06:00:00","2023-12-09T06:29:59",39.16,16.1605,469.001
"2023-12-09","I_NIMOYLE","2023-12-09T07:00:00","2023-12-09T07:30:00",39.3,-21.7,378
"2023-12-09","I_ROIEWIC","2023-12-09T07:00:00","2023-12-09T07:29:59",-1.28,-1.28,515
"2023-12-09","I_NIMOYLE","2023-12-09T08:00:00","2023-12-09T08:30:00",38,-30.5,363
"2023-12-09","I_ROIEWIC","2023-12-09T08:00:00","2023-12-09T08:29:59",-1.27,-1.27,515
"2023-12-09","I_NIMOYLE","2023-12-09T09:00:00","2023-12-09T09:30:00",-1.9,-6.4,491
"2023-12-09","I_ROIEWIC","2023-12-09T09:00:00","2023-12-09T09:29:59",-1.28,-1.28,515
"2023-12-09","I_NIMOYLE","2023-12-09T10:00:00","2023-12-09T10:30:00",-36.7,-36.7,500
"2023-12-09","I_ROIEWIC","2023-12-09T10:00:00","2023-12-09T10:29:59",-1.27,-1.27,515
"2023-12-09","I_NIMOYLE","2023-12-09T11:00:00","2023-12-09T11:30:00",-39.9,-95.9,388
"2023-12-09","I_ROIEWIC","2023-12-09T11:00:00","2023-12-09T11:29:59",-1.28,-1.28,515
"2023-12-09","I_NIMOYLE","2023-12-09T12:00:00","2023-12-09T12:30:00",-87.5,-165,345
"2023-12-09","I_ROIEWIC","2023-12-09T12:00:00","2023-12-09T12:29:59",-1.28,-1.28,515
"2023-12-09","I_NIMOYLE","2023-12-09T13:00:00","2023-12-09T13:30:00",-132,-259,246
"2023-12-09","I_ROIEWIC","2023-12-09T13:00:00","2023-12-09T13:29:59",-113.06,-188.06,365
"2023-12-09","I_NIMOYLE","2023-12-09T14:00:00","2023-12-09T14:30:00",-139.2,-275.7,227
"2023-12-09","I_ROIEWIC","2023-12-09T14:00:00","2023-12-09T14:29:59",-150.84,-300.84,215
"2023-12-09","I_NIMOYLE","2023-12-09T15:00:00","2023-12-09T15:30:00",-117.9,-222.9,290
"2023-12-09","I_ROIEWIC","2023-12-09T15:00:00","2023-12-09T15:29:59",-151.26,-301.26,215
"2023-12-09","I_NIMOYLE","2023-12-09T16:00:00","2023-12-09T16:30:00",-105.8,-240.8,230
"2023-12-09","I_ROIEWIC","2023-12-09T16:00:00","2023-12-09T16:29:59",-144.51,-288.01,228
"2023-12-09","I_NIMOYLE","2023-12-09T17:00:00","2023-12-09T17:30:00",-91,-154.5,373
"2023-12-09","I_ROIEWIC","2023-12-09T17:00:00","2023-12-09T17:29:59",-144.58,-288.08,228
"2023-12-09","I_NIMOYLE","2023-12-09T18:00:00","2023-12-09T18:30:00",-120.6,-220.6,300
"2023-12-09","I_ROIEWIC","2023-12-09T18:00:00","2023-12-09T18:29:59",-36.83,-107.83,373
"2023-12-09","I_NIMOYLE","2023-12-09T19:00:00","2023-12-09T19:30:00",-99.6,-199.6,300
"2023-12-09","I_ROIEWIC","2023-12-09T19:00:00","2023-12-09T19:29:59",7.25,7.25,515
"2023-12-09","I_NIMOYLE","2023-12-09T20:00:00","2023-12-09T20:30:00",-99.6,-199.6,300
"2023-12-09","I_NIMOYLE","2023-12-09T21:00:00","2023-12-09T21:30:00",-99.6,-199.6,300
"2023-12-09","I_NIMOYLE","2023-12-09T22:00:00","2023-12-09T22:30:00",-13.9,-64.9,398
"2023-12-10","I_NIMOYLE","2023-12-09T23:00:00","2023-12-09T23:30:00",135.8,36.8,302
"2023-12-10","I_ROIEWIC","2023-12-09T23:00:00","2023-12-09T23:29:59",36.35,36.35,515
"2023-12-10","I_ROIEWIC","2023-12-10T00:00:00","2023-12-10T00:29:59",182.78,32.78,215
"2023-12-10","I_ROIEWIC","2023-12-10T01:00:00","2023-12-10T01:29:59",234.68,30.18,106
"2023-12-10","I_ROIEWIC","2023-12-10T02:00:00","2023-12-10T02:29:59",263.15,-1.85,-15
"2023-12-10","I_ROIEWIC","2023-12-10T03:00:00","2023-12-10T03:29:59",263.73,-1.27,-15
"2023-12-10","I_ROIEWIC","2023-12-10T04:00:00","2023-12-10T04:29:59",242.92,-22.08,-15
"2023-12-10","I_ROIEWIC","2023-12-10T05:00:00","2023-12-10T05:29:59",95.48,-38.52,247
"2023-12-10","I_NIMOYLE","2023-12-10T06:00:00","2023-12-10T06:30:00",153.8,-16.2,160
"2023-12-10","I_ROIEWIC","2023-12-10T06:00:00","2023-12-10T06:29:59",-1.27,-1.27,515
"2023-12-10","I_NIMOYLE","2023-12-10T07:00:00","2023-12-10T07:30:00",107,-5.5,275
"2023-12-10","I_ROIEWIC","2023-12-10T07:00:00","2023-12-10T07:29:59",49.11,15.6105,448.001
"2023-12-10","I_NIMOYLE","2023-12-10T08:00:00","2023-12-10T08:30:00",32.5,-4.4995,426.001
"2023-12-10","I_ROIEWIC","2023-12-10T08:00:00","2023-12-10T08:29:59",-1.26,-1.26,515
"2023-12-10","I_NIMOYLE","2023-12-10T09:00:00","2023-12-10T09:30:00",30.6,30.6,500
"2023-12-10","I_ROIEWIC","2023-12-10T09:00:00","2023-12-10T09:29:59",-1.26,-1.26,515
"2023-12-10","I_NIMOYLE","2023-12-10T10:00:00","2023-12-10T10:30:00",91.5,34.5,386
"2023-12-10","I_ROIEWIC","2023-12-10T10:00:00","2023-12-10T10:29:59",18.22,18.22,515
"2023-12-10","I_NIMOYLE","2023-12-10T11:00:00","2023-12-10T11:30:00",99.7,-37.3,226
"2023-12-10","I_ROIEWIC","2023-12-10T11:00:00","2023-12-10T11:29:59",-6.27,-6.27,515
"2023-12-10","I_NIMOYLE","2023-12-10T12:00:00","2023-12-10T12:30:00",-49.6,-62.6,474
"2023-12-10","I_ROIEWIC","2023-12-10T12:00:00","2023-12-10T12:29:59",-1.3,-1.3,515
"2023-12-10","I_NIMOYLE","2023-12-10T13:00:00","2023-12-10T13:30:00",-69.1,-127.6,383
"2023-12-10","I_ROIEWIC","2023-12-10T13:00:00","2023-12-10T13:29:59",-1.28,-1.28,515
"2023-12-10","I_NIMOYLE","2023-12-10T14:00:00","2023-12-10T14:30:00",36.9,36.9,500
"2023-12-10","I_ROIEWIC","2023-12-10T14:00:00","2023-12-10T14:29:59",-14.88,-30.38,484
"2023-12-10","I_NIMOYLE","2023-12-10T15:00:00","2023-12-10T15:30:00",149.6,-0.4,200
"2023-12-10","I_ROIEWIC","2023-12-10T15:00:00","2023-12-10T15:29:59",8.87,-4.13,489
"2023-12-10","I_NIMOYLE","2023-12-10T16:00:00","2023-12-10T16:30:00",91.4,36.4,390
"2023-12-10","I_ROIEWIC","2023-12-10T16:00:00","2023-12-10T16:29:59",-1.28,-1.28,515
"2023-12-10","I_NIMOYLE","2023-12-10T17:00:00","2023-12-10T17:30:00",165,11,192
"2023-12-10","I_ROIEWIC","2023-12-10T17:00:00","2023-12-10T17:29:59",-1.28,-1.28,515
"2023-12-10","I_NIMOYLE","2023-12-10T18:00:00","2023-12-10T18:30:00",224.3,-0.7,50
"2023-12-10","I_ROIEWIC","2023-12-10T18:00:00","2023-12-10T18:29:59",5.24,5.24,515
"2023-12-10","I_NIMOYLE","2023-12-10T19:00:00","2023-12-10T19:30:00",224.3,-0.7,50
"2023-12-10","I_ROIEWIC","2023-12-10T19:00:00","2023-12-10T19:29:59",28.49,23.99,506
"2023-12-10","I_NIMOYLE","2023-12-10T20:00:00","2023-12-10T20:30:00",166.5,-20.5,126
"2023-12-10","I_ROIEWIC","2023-12-10T20:00:00","2023-12-10T20:29:59",-1.29,-1.29,515
"2023-12-10","I_NIMOYLE","2023-12-10T21:00:00","2023-12-10T21:30:00",178,-28,88
"2023-12-10","I_ROIEWIC","2023-12-10T21:00:00","2023-12-10T21:29:59",-1.28,-1.28,515
"2023-12-10","I_NIMOYLE","2023-12-10T22:00:00","2023-12-10T22:30:00",224.3,-0.7,50
"2023-12-10","I_ROIEWIC","2023-12-10T22:00:00","2023-12-10T22:29:59",0.76,0.76,515
"2023-12-11","I_NIMOYLE","2023-12-10T23:00:00","2023-12-10T23:30:00",212.5,29,133
"2023-12-11","I_ROIEWIC","2023-12-10T23:00:00","2023-12-10T23:29:59",35.35,35.35,515
"2023-12-11","I_ROIEWIC","2023-12-11T00:00:00","2023-12-11T00:29:59",170.89,20.89,215
"2023-12-11","I_ROIEWIC","2023-12-11T01:00:00","2023-12-11T01:29:59",188.33,35.83,210
"2023-12-11","I_ROIEWIC","2023-12-11T02:00:00","2023-12-11T02:29:59",236.54,-24.96,-8
"2023-12-11","I_ROIEWIC","2023-12-11T03:00:00","2023-12-11T03:29:59",222.35,-17.65,35
"2023-12-11","I_ROIEWIC","2023-12-11T04:00:00","2023-12-11T04:29:59",241.8,-23.2,-15
"2023-12-11","I_ROIEWIC","2023-12-11T05:00:00","2023-12-11T05:29:59",250.87,-6.63,0
"2023-12-11","I_NIMOYLE","2023-12-11T06:00:00","2023-12-11T06:30:00",151.4,-30.1,137
"2023-12-11","I_ROIEWIC","2023-12-11T06:00:00","2023-12-11T06:29:59",146,-30,163
"2023-12-11","I_NIMOYLE","2023-12-11T07:00:00","2023-12-11T07:30:00",224.2,-0.8,50
"2023-12-11","I_ROIEWIC","2023-12-11T07:00:00","2023-12-11T07:29:59",253.67,26.17,60
"2023-12-11","I_NIMOYLE","2023-12-11T08:00:00","2023-12-11T08:30:00",224.3,-0.7,50
"2023-12-11","I_ROIEWIC","2023-12-11T08:00:00","2023-12-11T08:29:59",263.32,-1.68,-15
"2023-12-11","I_NIMOYLE","2023-12-11T09:00:00","2023-12-11T09:30:00",224.3,-0.7,50
"2023-12-11","I_ROIEWIC","2023-12-11T09:00:00","2023-12-11T09:29:59",263.29,-1.71,-15
"2023-12-11","I_NIMOYLE","2023-12-11T10:00:00","2023-12-11T10:30:00",224.2,-0.8,50
"2023-12-11","I_ROIEWIC","2023-12-11T10:00:00","2023-12-11T10:29:59",262.99,-2.01,-15
"2023-12-11","I_NIMOYLE","2023-12-11T11:00:00","2023-12-11T11:30:00",224.2,-0.8,50
"2023-12-11","I_ROIEWIC","2023-12-11T11:00:00","2023-12-11T11:29:59",263.32,-1.68,-15
"2023-12-11","I_NIMOYLE","2023-12-11T12:00:00","2023-12-11T12:30:00",224.2,-0.8,50
"2023-12-11","I_ROIEWIC","2023-12-11T12:00:00","2023-12-11T12:29:59",205.33,-36.67,31
"2023-12-11","I_NIMOYLE","2023-12-11T13:00:00","2023-12-11T13:30:00",200.4,-16.1,67
"2023-12-11","I_ROIEWIC","2023-12-11T13:00:00","2023-12-11T13:29:59",111.73,-33.77,224
"2023-12-11","I_NIMOYLE","2023-12-11T14:00:00","2023-12-11T14:30:00",206.4,-18.6,50
"2023-12-11","I_ROIEWIC","2023-12-11T14:00:00","2023-12-11T14:29:59",19.14,-35.86,405
"2023-12-11","I_NIMOYLE","2023-12-11T15:00:00","2023-12-11T15:30:00",173.3,-36.2,81
"2023-12-11","I_ROIEWIC","2023-12-11T15:00:00","2023-12-11T15:29:59",2.79,-2.21,505
"2023-12-11","I_NIMOYLE","2023-12-11T16:00:00","2023-12-11T16:30:00",97.4,19.4,344
"2023-12-11","I_ROIEWIC","2023-12-11T16:00:00","2023-12-11T16:29:59",-1.29,-1.29,515
"2023-12-11","I_NIMOYLE","2023-12-11T17:00:00","2023-12-11T17:30:00",105.6,31.1,351
"2023-12-11","I_ROIEWIC","2023-12-11T17:00:00","2023-12-11T17:29:59",-1.29,-1.29,515
"2023-12-11","I_NIMOYLE","2023-12-11T18:00:00","2023-12-11T18:30:00",34.6,-31.9,367
"2023-12-11","I_ROIEWIC","2023-12-11T18:00:00","2023-12-11T18:29:59",-19.99,-19.99,515
"2023-12-11","I_NIMOYLE","2023-12-11T19:00:00","2023-12-11T19:30:00",-18.6,-18.6,500
"2023-12-11","I_ROIEWIC","2023-12-11T19:00:00","2023-12-11T19:29:59",-8.27,-8.27,515
"2023-12-11","I_NIMOYLE","2023-12-11T20:00:00","2023-12-11T20:30:00",-18.5,-18.5,500
"2023-12-11","I_ROIEWIC","2023-12-11T20:00:00","2023-12-11T20:29:59",-30.51,-55.5095,465.001
"2023-12-11","I_NIMOYLE","2023-12-11T21:00:00","2023-12-11T21:30:00",112.3,37.3,350
"2023-12-11","I_ROIEWIC","2023-12-11T21:00:00","2023-12-11T21:29:59",66.6,35.6,453
"2023-12-11","I_ROIEWIC","2023-12-11T22:00:00","2023-12-11T22:29:59",66.81,-27.69,326
"2023-12-12","I_ROIEWIC","2023-12-11T23:00:00","2023-12-11T23:29:59",129.59,35.59,327
"2023-12-12","I_ROIEWIC","2023-12-12T00:00:00","2023-12-12T00:29:59",222.28,15.28,101
"2023-12-12","I_ROIEWIC","2023-12-12T01:00:00","2023-12-12T01:29:59",209.17,1.17,99
"2023-12-12","I_NIMOYLE","2023-12-12T02:00:00","2023-12-12T02:30:00",124.6,-0.4,250
"2023-12-12","I_ROIEWIC","2023-12-12T02:00:00","2023-12-12T02:29:59",263.33,-1.67,-15
"2023-12-12","I_NIMOYLE","2023-12-12T03:00:00","2023-12-12T03:30:00",140.9,15.9,250
"2023-12-12","I_ROIEWIC","2023-12-12T03:00:00","2023-12-12T03:29:59",263.55,-1.45,-15
"2023-12-12","I_NIMOYLE","2023-12-12T04:00:00","2023-12-12T04:30:00",174.6,-0.4,150
"2023-12-12","I_ROIEWIC","2023-12-12T04:00:00","2023-12-12T04:29:59",263.16,-1.84,-15
"2023-12-12","I_NIMOYLE","2023-12-12T05:00:00","2023-12-12T05:30:00",224.4,-0.6,50
"2023-12-12","I_ROIEWIC","2023-12-12T05:00:00","2023-12-12T05:29:59",263.62,-1.38,-15
"2023-12-12","I_NIMOYLE","2023-12-12T06:00:00","2023-12-12T06:30:00",224.3,-0.7,50
"2023-12-12","I_ROIEWIC","2023-12-12T06:00:00","2023-12-12T06:29:59",255.99,-9.01,-15
"2023-12-12","I_NIMOYLE","2023-12-12T07:00:00","2023-12-12T07:30:00",224.3,-0.7,50
"2023-12-12","I_ROIEWIC","2023-12-12T07:00:00","2023-12-12T07:29:59",263.53,-1.47,-15
"2023-12-12","I_NIMOYLE","2023-12-12T08:00:00","2023-12-12T08:30:00",224.3,-0.7,50
"2023-12-12","I_ROIEWIC","2023-12-12T08:00:00","2023-12-12T08:29:59",263.45,-1.55,-15
"2023-12-12","I_NIMOYLE","2023-12-12T09:00:00","2023-12-12T09:30:00",224.3,-0.7,50
"2023-12-12","I_ROIEWIC","2023-12-12T09:00:00","2023-12-12T09:29:59",263.4,-1.6,-15
"2023-12-12","I_NIMOYLE","2023-12-12T10:00:00","2023-12-12T10:30:00",224.3,-0.7,50
"2023-12-12","I_ROIEWIC","2023-12-12T10:00:00","2023-12-12T10:29:59",263.41,-1.59,-15
"2023-12-12","I_NIMOYLE","2023-12-12T11:00:00","2023-12-12T11:30:00",224.3,-0.7,50
"2023-12-12","I_ROIEWIC","2023-12-12T11:00:00","2023-12-12T11:29:59",263.5,-1.5,-15
"2023-12-12","I_NIMOYLE","2023-12-12T12:00:00","2023-12-12T12:30:00",224.3,-0.7,50
"2023-12-12","I_ROIEWIC","2023-12-12T12:00:00","2023-12-12T12:29:59",263.49,-1.51,-15
"2023-12-12","I_NIMOYLE","2023-12-12T13:00:00","2023-12-12T13:30:00",224.3,-0.7,50
"2023-12-12","I_ROIEWIC","2023-12-12T13:00:00","2023-12-12T13:29:59",263.03,-1.97,-15
"2023-12-12","I_NIMOYLE","2023-12-12T14:00:00","2023-12-12T14:30:00",224.3,-0.7,50
"2023-12-12","I_ROIEWIC","2023-12-12T14:00:00","2023-12-12T14:29:59",262.96,-2.04,-15
"2023-12-12","I_NIMOYLE","2023-12-12T15:00:00","2023-12-12T15:30:00",224.3,-0.7,50
"2023-12-12","I_ROIEWIC","2023-12-12T15:00:00","2023-12-12T15:29:59",262.95,-2.05,-15
"2023-12-12","I_NIMOYLE","2023-12-12T16:00:00","2023-12-12T16:30:00",224.3,-0.7,50
