TradeDate,DeliveryDate,StartTime,EndTime,ParticipantName,ResourceName,AvgOutturnAvail
"2023-11-19","2023-11-19","2023-11-19T00:00:00","2023-11-19T00:30:00","PT_400021","GU_400050",27.617
"2023-11-19","2023-11-19","2023-11-19T00:00:00","2023-11-19T00:30:00","PT_400021","GU_400060",29.8
"2023-11-19","2023-11-19","2023-11-19T00:00:00","2023-11-19T00:30:00","PT_400021","GU_400070",64.421
"2023-11-19","2023-11-19","2023-11-19T00:00:00","2023-11-19T00:30:00","PT_400021","GU_400080",24.198
"2023-11-19","2023-11-19","2023-11-19T00:00:00","2023-11-19T00:30:00","PT_400024","GU_400120",0
"2023-11-19","2023-11-19","2023-11-19T00:00:00","2023-11-19T00:30:00","PT_400024","GU_400121",82
"2023-11-19","2023-11-19","2023-11-19T00:00:00","2023-11-19T00:30:00","PT_400030","GU_400180",0
"2023-11-19","2023-11-19","2023-11-19T00:00:00","2023-11-19T00:30:00","PT_400030","GU_400181",94
"2023-11-19","2023-11-19","2023-11-19T00:00:00","2023-11-19T00:30:00","PT_400030","GU_400182",94
"2023-11-19","2023-11-19","2023-11-19T00:00:00","2023-11-19T00:30:00","PT_400030","GU_400183",94
"2023-11-19","2023-11-19","2023-11-19T00:00:00","2023-11-19T00:30:00","PT_400030","GU_400200",21
"2023-11-19","2023-11-19","2023-11-19T00:00:00","2023-11-19T00:30:00","PT_400030","GU_400201",22
"2023-11-19","2023-11-19","2023-11-19T00:00:00","2023-11-19T00:30:00","PT_400030","GU_400202",19
"2023-11-19","2023-11-19","2023-11-19T00:00:00","2023-11-19T00:30:00","PT_400030","GU_400203",0
"2023-11-19","2023-11-19","2023-11-19T00:00:00","2023-11-19T00:30:00","PT_400030","GU_400210",10
"2023-11-19","2023-11-19","2023-11-19T00:00:00","2023-11-19T00:30:00","PT_400030","GU_400211",10
"2023-11-19","2023-11-19","2023-11-19T00:00:00","2023-11-19T00:30:00","PT_400030","GU_400220",23
"2023-11-19","2023-11-19","2023-11-19T00:00:00","2023-11-19T00:30:00","PT_400030","GU_400221",23
"2023-11-19","2023-11-19","2023-11-19T00:00:00","2023-11-19T00:30:00","PT_400030","GU_400240",0
"2023-11-19","2023-11-19","2023-11-19T00:00:00","2023-11-19T00:30:00","PT_400030","GU_400250",15
"2023-11-19","2023-11-19","2023-11-19T00:00:00","2023-11-19T00:30:00","PT_400030","GU_400251",15
"2023-11-19","2023-11-19","2023-11-19T00:00:00","2023-11-19T00:30:00","PT_400030","GU_400252",4
"2023-11-19","2023-11-19","2023-11-19T00:00:00","2023-11-19T00:30:00","PT_400030","GU_400260",4
"2023-11-19","2023-11-19","2023-11-19T00:00:00","2023-11-19T00:30:00","PT_400030","GU_400270",0
"2023-11-19","2023-11-19","2023-11-19T00:00:00","2023-11-19T00:30:00","PT_400030","GU_400271",240
"2023-11-19","2023-11-19","2023-11-19T00:00:00","2023-11-19T00:30:00","PT_400030","GU_400272",260
"2023-11-19","2023-11-19","2023-11-19T00:00:00","2023-11-19T00:30:00","PT_400030","GU_400280",15
"2023-11-19","2023-11-19","2023-11-19T00:00:00","2023-11-19T00:30:00","PT_400030","GU_400281",4
"2023-11-19","2023-11-19","2023-11-19T00:00:00","2023-11-19T00:30:00","PT_400030","GU_400290",8
"2023-11-19","2023-11-19","2023-11-19T00:00:00","2023-11-19T00:30:00","PT_400030","GU_400324",0
"2023-11-19","2023-11-19","2023-11-19T00:00:00","2023-11-19T00:30:00","PT_400030","GU_400325",232
"2023-11-19","2023-11-19","2023-11-19T00:00:00","2023-11-19T00:30:00","PT_400030","GU_400360",73
"2023-11-19","2023-11-19","2023-11-19T00:00:00","2023-11-19T00:30:00","PT_400030","GU_400361",73
"2023-11-19","2023-11-19","2023-11-19T00:00:00","2023-11-19T00:30:00","PT_400030","GU_400362",73
"2023-11-19","2023-11-19","2023-11-19T00:00:00","2023-11-19T00:30:00","PT_400030","GU_400363",73
"2023-11-19","2023-11-19","2023-11-19T00:00:00","2023-11-19T00:30:00","PT_400030","GU_400370",0
"2023-11-19","2023-11-19","2023-11-19T00:00:00","2023-11-19T00:30:00","PT_400035","GU_400480",321
"2023-11-19","2023-11-19","2023-11-19T00:00:00","2023-11-19T00:30:00","PT_400037","GU_400500",407
"2023-11-19","2023-11-19","2023-11-19T00:00:00","2023-11-19T00:30:00","PT_400041","GU_400530",0
"2023-11-19","2023-11-19","2023-11-19T00:00:00","2023-11-19T00:30:00","PT_400044","GU_400540",378
"2023-11-19","2023-11-19","2023-11-19T00:00:00","2023-11-19T00:30:00","PT_400038","GU_400550",11.911
"2023-11-19","2023-11-19","2023-11-19T00:00:00","2023-11-19T00:30:00","PT_400021","GU_400591",55.471
"2023-11-19","2023-11-19","2023-11-19T00:00:00","2023-11-19T00:30:00","PT_400021","GU_400600",17.201
"2023-11-19","2023-11-19","2023-11-19T00:00:00","2023-11-19T00:30:00","PT_400033","GU_400620",21.265
"2023-11-19","2023-11-19","2023-11-19T00:00:00","2023-11-19T00:30:00","PT_400043","GU_400650",27.96
"2023-11-19","2023-11-19","2023-11-19T00:00:00","2023-11-19T00:30:00","PT_400043","GU_400660",36.55
"2023-11-19","2023-11-19","2023-11-19T00:00:00","2023-11-19T00:30:00","PT_400062","GU_400730",8.401
"2023-11-19","2023-11-19","2023-11-19T00:00:00","2023-11-19T00:30:00","PT_400062","GU_400731",28.859
"2023-11-19","2023-11-19","2023-11-19T00:00:00","2023-11-19T00:30:00","PT_400064","GU_400750",0
"2023-11-19","2023-11-19","2023-11-19T00:00:00","2023-11-19T00:30:00","PT_400064","GU_400751",0
"2023-11-19","2023-11-19","2023-11-19T00:00:00","2023-11-19T00:30:00","PT_400064","GU_400752",0
"2023-11-19","2023-11-19","2023-11-19T00:00:00","2023-11-19T00:30:00","PT_400064","GU_400753",0
"2023-11-19","2023-11-19","2023-11-19T00:00:00","2023-11-19T00:30:00","PT_400064","GU_400762",447
"2023-11-19","2023-11-19","2023-11-19T00:00:00","2023-11-19T00:30:00","PT_400064","GU_400770",52
"2023-11-19","2023-11-19","2023-11-19T00:00:00","2023-11-19T00:30:00","PT_400064","GU_400771",0
"2023-11-19","2023-11-19","2023-11-19T00:00:00","2023-11-19T00:30:00","PT_400064","GU_400780",26
"2023-11-19","2023-11-19","2023-11-19T00:00:00","2023-11-19T00:30:00","PT_400064","GU_400781",52
"2023-11-19","2023-11-19","2023-11-19T00:00:00","2023-11-19T00:30:00","PT_400062","GU_400840",35.321
"2023-11-19","2023-11-19","2023-11-19T00:00:00","2023-11-19T00:30:00","PT_400030","GU_400850",435
"2023-11-19","2023-11-19","2023-11-19T00:00:00","2023-11-19T00:30:00","PT_400021","GU_400910",49.506
"2023-11-19","2023-11-19","2023-11-19T00:00:00","2023-11-19T00:30:00","PT_400021","GU_400920",23.332
"2023-11-19","2023-11-19","2023-11-19T00:00:00","2023-11-19T00:30:00","PT_400028","GU_400930",432
"2023-11-19","2023-11-19","2023-11-19T00:00:00","2023-11-19T00:30:00","PT_400033","GU_400940",21.4
"2023-11-19","2023-11-19","2023-11-19T00:00:00","2023-11-19T00:30:00","PT_400033","GU_400950",22.135
"2023-11-19","2023-11-19","2023-11-19T00:00:00","2023-11-19T00:30:00","PT_400043","GU_401000",13.054
"2023-11-19","2023-11-19","2023-11-19T00:00:00","2023-11-19T00:30:00","PT_400078","GU_401010",58
"2023-11-19","2023-11-19","2023-11-19T00:00:00","2023-11-19T00:30:00","PT_400078","GU_401011",58
"2023-11-19","2023-11-19","2023-11-19T00:00:00","2023-11-19T00:30:00","PT_400043","GU_401060",14.879
"2023-11-19","2023-11-19","2023-11-19T00:00:00","2023-11-19T00:30:00","PT_400043","GU_401070",16.96
"2023-11-19","2023-11-19","2023-11-19T00:00:00","2023-11-19T00:30:00","PT_400021","GU_401080",9.63
"2023-11-19","2023-11-19","2023-11-19T00:00:00","2023-11-19T00:30:00","PT_400033","GU_401090",9.059
"2023-11-19","2023-11-19","2023-11-19T00:00:00","2023-11-19T00:30:00","PT_400043","GU_401150",20.805
"2023-11-19","2023-11-19","2023-11-19T00:00:00","2023-11-19T00:30:00","PT_400087","GU_401230",17
"2023-11-19","2023-11-19","2023-11-19T00:00:00","2023-11-19T00:30:00","PT_400043","GU_401240",24.825
"2023-11-19","2023-11-19","2023-11-19T00:00:00","2023-11-19T00:30:00","PT_400043","GU_401250",29.176
"2023-11-19","2023-11-19","2023-11-19T00:00:00","2023-11-19T00:30:00","PT_400043","GU_401280",24.3
"2023-11-19","2023-11-19","2023-11-19T00:00:00","2023-11-19T00:30:00","PT_400043","GU_401290",1.836
"2023-11-19","2023-11-19","2023-11-19T00:00:00","2023-11-19T00:30:00","PT_400043","GU_401340",5.189
"2023-11-19","2023-11-19","2023-11-19T00:00:00","2023-11-19T00:30:00","PT_400109","GU_401350",42.208
"2023-11-19","2023-11-19","2023-11-19T00:00:00","2023-11-19T00:30:00","PT_400043","GU_401360",1.973
"2023-11-19","2023-11-19","2023-11-19T00:00:00","2023-11-19T00:30:00","PT_400021","GU_401380",21.104
"2023-11-19","2023-11-19","2023-11-19T00:00:00","2023-11-19T00:30:00","PT_400033","GU_401440",0.767
"2023-11-19","2023-11-19","2023-11-19T00:00:00","2023-11-19T00:30:00","PT_400126","GU_401500",3.661
"2023-11-19","2023-11-19","2023-11-19T00:00:00","2023-11-19T00:30:00","PT_400028","GU_401540",22.434
"2023-11-19","2023-11-19","2023-11-19T00:00:00","2023-11-19T00:30:00","PT_400146","GU_401670",8.433
"2023-11-19","2023-11-19","2023-11-19T00:00:00","2023-11-19T00:30:00","PT_400033","GU_401680",16.167
"2023-11-19","2023-11-19","2023-11-19T00:00:00","2023-11-19T00:30:00","PT_400135","GU_401690",42.308
"2023-11-19","2023-11-19","2023-11-19T00:00:00","2023-11-19T00:30:00","PT_400132","GU_401700",32.566
"2023-11-19","2023-11-19","2023-11-19T00:00:00","2023-11-19T00:30:00","PT_400062","GU_401710",5.98
"2023-11-19","2023-11-19","2023-11-19T00:00:00","2023-11-19T00:30:00","PT_400062","GU_401720",12.71
"2023-11-19","2023-11-19","2023-11-19T00:00:00","2023-11-19T00:30:00","PT_400062","GU_401730",10.099
"2023-11-19","2023-11-19","2023-11-19T00:00:00","2023-11-19T00:30:00","PT_400062","GU_401740",36.73
"2023-11-19","2023-11-19","2023-11-19T00:00:00","2023-11-19T00:30:00","PT_400062","GU_401750",22.92
"2023-11-19","2023-11-19","2023-11-19T00:00:00","2023-11-19T00:30:00","PT_400062","GU_401760",7.96
"2023-11-19","2023-11-19","2023-11-19T00:00:00","2023-11-19T00:30:00","PT_400062","GU_401770",81.621
"2023-11-19","2023-11-19","2023-11-19T00:00:00","2023-11-19T00:30:00","PT_400062","GU_401780",19.223
"2023-11-19","2023-11-19","2023-11-19T00:00:00","2023-11-19T00:30:00","PT_400043","GU_401790",13.08
"2023-11-19","2023-11-19","2023-11-19T00:00:00","2023-11-19T00:30:00","PT_400028","GU_401810",24.398
"2023-11-19","2023-11-19","2023-11-19T00:00:00","2023-11-19T00:30:00","PT_400028","GU_401820",8.825
"2023-11-19","2023-11-19","2023-11-19T00:00:00","2023-11-19T00:30:00","PT_400165","GU_401840",59.768
"2023-11-19","2023-11-19","2023-11-19T00:00:00","2023-11-19T00:30:00","PT_400169","GU_401860",0
"2023-11-19","2023-11-19","2023-11-19T00:00:00","2023-11-19T00:30:00","PT_400028","GU_401890",11.603
"2023-11-19","2023-11-19","2023-11-19T00:00:00","2023-11-19T00:30:00","PT_400178","GU_401900",53.938
"2023-11-19","2023-11-19","2023-11-19T00:00:00","2023-11-19T00:30:00","PT_400043","GU_401920",2.918
"2023-11-19","2023-11-19","2023-11-19T00:00:00","2023-11-19T00:30:00","PT_400043","GU_401930",45.427
"2023-11-19","2023-11-19","2023-11-19T00:00:00","2023-11-19T00:30:00","PT_400033","GU_401940",34.278
"2023-11-19","2023-11-19","2023-11-19T00:00:00","2023-11-19T00:30:00","PT_400185","GU_401950",24.791
"2023-11-19","2023-11-19","2023-11-19T00:00:00","2023-11-19T00:30:00","PT_400021","GU_401960",62.485
"2023-11-19","2023-11-19","2023-11-19T00:00:00","2023-11-19T00:30:00","PT_400192","GU_401980",12.819
"2023-11-19","2023-11-19","2023-11-19T00:00:00","2023-11-19T00:30:00","PT_400021","GU_401990",80.1
"2023-11-19","2023-11-19","2023-11-19T00:00:00","2023-11-19T00:30:00","PT_400043","GU_402010",4.48
"2023-11-19","2023-11-19","2023-11-19T00:00:00","2023-11-19T00:30:00","PT_400198","GU_402030",62
"2023-11-19","2023-11-19","2023-11-19T00:00:00","2023-11-19T00:30:00","PT_400051","GU_402050",13.769
"2023-11-19","2023-11-19","2023-11-19T00:00:00","2023-11-19T00:30:00","PT_400033","GU_402080",17.24
"2023-11-19","2023-11-19","2023-11-19T00:00:00","2023-11-19T00:30:00","PT_400208","GU_402110",36.056
"2023-11-19","2023-11-19","2023-11-19T00:00:00","2023-11-19T00:30:00","PT_400208","GU_402130",49.638
"2023-11-19","2023-11-19","2023-11-19T00:00:00","2023-11-19T00:30:00","PT_400033","GU_402150",47.215
"2023-11-19","2023-11-19","2023-11-19T00:00:00","2023-11-19T00:30:00","PT_400028","GU_402160",4.655
"2023-11-19","2023-11-19","2023-11-19T00:00:00","2023-11-19T00:30:00","PT_400033","GU_402190",17.647
"2023-11-19","2023-11-19","2023-11-19T00:00:00","2023-11-19T00:30:00","PT_400043","GU_402200",7.013
"2023-11-19","2023-11-19","2023-11-19T00:00:00","2023-11-19T00:30:00","PT_400021","GU_402210",18.03
"2023-11-19","2023-11-19","2023-11-19T00:00:00","2023-11-19T00:30:00","PT_400021","GU_402220",19.214
"2023-11-19","2023-11-19","2023-11-19T00:00:00","2023-11-19T00:30:00","PT_400028","GU_402250",34.421
"2023-11-19","2023-11-19","2023-11-19T00:00:00","2023-11-19T00:30:00","PT_400028","GU_402260",4.8
"2023-11-19","2023-11-19","2023-11-19T00:00:00","2023-11-19T00:30:00","PT_400222","GU_402270",44.518
"2023-11-19","2023-11-19","2023-11-19T00:00:00","2023-11-19T00:30:00","PT_400051","GU_402280",10.651
"2023-11-19","2023-11-19","2023-11-19T00:00:00","2023-11-19T00:30:00","PT_400220","GU_402300",33.188
"2023-11-19","2023-11-19","2023-11-19T00:00:00","2023-11-19T00:30:00","PT_400225","GU_402340",13.17
"2023-11-19","2023-11-19","2023-11-19T00:00:00","2023-11-19T00:30:00","PT_400460","GU_403000",2
"2023-11-19","2023-11-19","2023-11-19T00:00:00","2023-11-19T00:30:00","PT_400238","GU_403380",33.568
"2023-11-19","2023-11-19","2023-11-19T00:00:00","2023-11-19T00:30:00","PT_402540","GU_403390",28.919
"2023-11-19","2023-11-19","2023-11-19T00:00:00","2023-11-19T00:30:00","PT_402546","GU_403400",40.68
"2023-11-19","2023-11-19","2023-11-19T00:00:00","2023-11-19T00:30:00","PT_400030","GU_403560",19
"2023-11-19","2023-11-19","2023-11-19T00:00:00","2023-11-19T00:30:00","PT_400030","GU_403630",30
"2023-11-19","2023-11-19","2023-11-19T00:00:00","2023-11-19T00:30:00","PT_400030","GU_403660",0
"2023-11-19","2023-11-19","2023-11-19T00:00:00","2023-11-19T00:30:00","PT_400200","GU_403750",16.93
"2023-11-19","2023-11-19","2023-11-19T00:00:00","2023-11-19T00:30:00","PT_400030","GU_403760",88.77
"2023-11-19","2023-11-19","2023-11-19T00:00:00","2023-11-19T00:30:00","PT_402561","GU_403770",33.147
"2023-11-19","2023-11-19","2023-11-19T00:00:00","2023-11-19T00:30:00","PT_400030","GU_403790",114.007
"2023-11-19","2023-11-19","2023-11-19T00:00:00","2023-11-19T00:30:00","PT_402563","GU_403800",20.881
"2023-11-19","2023-11-19","2023-11-19T00:00:00","2023-11-19T00:30:00","PT_402564","GU_403810",20.09
"2023-11-19","2023-11-19","2023-11-19T00:00:00","2023-11-19T00:30:00","PT_400021","GU_403840",15.311
"2023-11-19","2023-11-19","2023-11-19T00:00:00","2023-11-19T00:30:00","PT_400200","GU_403880",26.833
"2023-11-19","2023-11-19","2023-11-19T00:00:00","2023-11-19T00:30:00","PT_400200","GU_403920",17.509
"2023-11-19","2023-11-19","2023-11-19T00:00:00","2023-11-19T00:30:00","PT_400062","GU_403930",10.683
"2023-11-19","2023-11-19","2023-11-19T00:00:00","2023-11-19T00:30:00","PT_400062","GU_403940",26.84
"2023-11-19","2023-11-19","2023-11-19T00:00:00","2023-11-19T00:30:00","PT_400021","GU_403950",13.37
"2023-11-19","2023-11-19","2023-11-19T00:00:00","2023-11-19T00:30:00","PT_400051","GU_403970",5.597
"2023-11-19","2023-11-19","2023-11-19T00:00:00","2023-11-19T00:30:00","PT_400021","GU_403980",11.24
"2023-11-19","2023-11-19","2023-11-19T00:00:00","2023-11-19T00:30:00","PT_400200","GU_403990",9.735
"2023-11-19","2023-11-19","2023-11-19T00:00:00","2023-11-19T00:30:00","PT_402540","GU_404000",21.934
"2023-11-19","2023-11-19","2023-11-19T00:00:00","2023-11-19T00:30:00","PT_402540","GU_404010",11
"2023-11-19","2023-11-19","2023-11-19T00:00:00","2023-11-19T00:30:00","PT_400062","GU_404200",18.331
"2023-11-19","2023-11-19","2023-11-19T00:00:00","2023-11-19T00:30:00","PT_400062","GU_404210",42.541
"2023-11-19","2023-11-19","2023-11-19T00:00:00","2023-11-19T00:30:00","PT_402573","GU_404260",50
"2023-11-19","2023-11-19","2023-11-19T00:00:00","2023-11-19T00:30:00","PT_402573","GU_404270",0
"2023-11-19","2023-11-19","2023-11-19T00:00:00","2023-11-19T00:30:00","PT_400062","GU_404290",5.969
"2023-11-19","2023-11-19","2023-11-19T00:00:00","2023-11-19T00:30:00","PT_402576","GU_404330",53.999
"2023-11-19","2023-11-19","2023-11-19T00:00:00","2023-11-19T00:30:00","PT_402577","GU_404340",22.644
"2023-11-19","2023-11-19","2023-11-19T00:00:00","2023-11-19T00:30:00","PT_402579","GU_404360",50
"2023-11-19","2023-11-19","2023-11-19T00:00:00","2023-11-19T00:30:00","PT_402579","GU_404370",50
"2023-11-19","2023-11-19","2023-11-19T00:00:00","2023-11-19T00:30:00","PT_402580","GU_404380",50
"2023-11-19","2023-11-19","2023-11-19T00:00:00","2023-11-19T00:30:00","PT_402580","GU_404390",50
"2023-11-19","2023-11-19","2023-11-19T00:00:00","2023-11-19T00:30:00","PT_400062","GU_404420",27.893
"2023-11-19","2023-11-19","2023-11-19T00:00:00","2023-11-19T00:30:00","PT_400200","GU_404460",17.98
"2023-11-19","2023-11-19","2023-11-19T00:00:00","2023-11-19T00:30:00","PT_400200","GU_404470",32.567
"2023-11-19","2023-11-19","2023-11-19T00:00:00","2023-11-19T00:30:00","PT_402563","GU_404480",7.596
"2023-11-19","2023-11-19","2023-11-19T00:00:00","2023-11-19T00:30:00","PT_400202","GU_404490",20
"2023-11-19","2023-11-19","2023-11-19T00:00:00","2023-11-19T00:30:00","PT_400202","GU_404500",12.01
"2023-11-19","2023-11-19","2023-11-19T00:00:00","2023-11-19T00:30:00","PT_402540","GU_404510",9
"2023-11-19","2023-11-19","2023-11-19T00:00:00","2023-11-19T00:30:00","PT_402540","GU_404520",27
"2023-11-19","2023-11-19","2023-11-19T00:00:00","2023-11-19T00:30:00","PT_402584","GU_404530",16
"2023-11-19","2023-11-19","2023-11-19T00:00:00","2023-11-19T00:30:00","PT_402585","GU_404540",9
"2023-11-19","2023-11-19","2023-11-19T00:00:00","2023-11-19T00:30:00","PT_402586","GU_404550",10
"2023-11-19","2023-11-19","2023-11-19T00:00:00","2023-11-19T00:30:00","PT_400080","GU_404560",4.955
"2023-11-19","2023-11-19","2023-11-19T00:00:00","2023-11-19T00:30:00","PT_400200","GU_404570",45.89
"2023-11-19","2023-11-19","2023-11-19T00:00:00","2023-11-19T00:30:00","PT_400200","GU_404580",10.714
"2023-11-19","2023-11-19","2023-11-19T00:00:00","2023-11-19T00:30:00","PT_402540","GU_404900",0
"2023-11-19","2023-11-19","2023-11-19T00:00:00","2023-11-19T00:30:00","PT_402577","GU_404930",0.14
"2023-11-19","2023-11-19","2023-11-19T00:00:00","2023-11-19T00:30:00","PT_400021","GU_404990",20.417
"2023-11-19","2023-11-19","2023-11-19T00:00:00","2023-11-19T00:30:00","PT_402540","GU_405070",30
"2023-11-19","2023-11-19","2023-11-19T00:00:00","2023-11-19T00:30:00","PT_402607","GU_405080",0
"2023-11-19","2023-11-19","2023-11-19T00:00:00","2023-11-19T00:30:00","PT_400028","GU_405090",0
"2023-11-19","2023-11-19","2023-11-19T00:00:00","2023-11-19T00:30:00","PT_402540","GU_405110",18.205
"2023-11-19","2023-11-19","2023-11-19T00:00:00","2023-11-19T00:30:00","PT_400028","GU_405130",83.07
"2023-11-19","2023-11-19","2023-11-19T00:00:00","2023-11-19T00:30:00","PT_402608","GU_405140",73.607
"2023-11-19","2023-11-19","2023-11-19T00:00:00","2023-11-19T00:30:00","PT_400030","GU_405150",0.05
"2023-11-19","2023-11-19","2023-11-19T00:00:00","2023-11-19T00:30:00","PT_402540","GU_405160",23.809
"2023-11-19","2023-11-19","2023-11-19T00:00:00","2023-11-19T00:30:00","PT_400030","GU_405190",0.08
"2023-11-19","2023-11-19","2023-11-19T00:00:00","2023-11-19T00:30:00","PT_402613","GU_405210",90.646
