TradeDate,StartTime,EndTime,NetImbalanceVolume,ImbalanceSettlementPrice
"2023-12-04","2023-12-04T12:30:00","2023-12-04T13:00:00",-3.562,79.21
"2023-12-04","2023-12-04T13:00:00","2023-12-04T13:30:00",-6.148,105.31
"2023-12-04","2023-12-04T13:30:00","2023-12-04T14:00:00",-11.406,99.47
"2023-12-04","2023-12-04T14:00:00","2023-12-04T14:30:00",-11.815,94.98
"2023-12-04","2023-12-04T14:30:00","2023-12-04T15:00:00",-9.899,97.79
"2023-12-04","2023-12-04T15:00:00","2023-12-04T15:30:00",-4.875,110.35
"2023-12-04","2023-12-04T15:30:00","2023-12-04T16:00:00",-0.165,125.56
"2023-12-04","2023-12-04T16:00:00","2023-12-04T16:30:00",-35.242,80.33
"2023-12-04","2023-12-04T16:30:00","2023-12-04T17:00:00",-21.532,87.54
"2023-12-04","2023-12-04T17:00:00","2023-12-04T17:30:00",-39.332,79.77
"2023-12-04","2023-12-04T17:30:00","2023-12-04T18:00:00",-37.02,82.7
"2023-12-04","2023-12-04T18:00:00","2023-12-04T18:30:00",-45.854,84.94
"2023-12-04","2023-12-04T18:30:00","2023-12-04T19:00:00",-46.672,75.19
"2023-12-04","2023-12-04T19:00:00","2023-12-04T19:30:00",-54.213,70.13
"2023-12-04","2023-12-04T19:30:00","2023-12-04T20:00:00",-47.385,72.05
"2023-12-04","2023-12-04T20:00:00","2023-12-04T20:30:00",-58.015,72.54
"2023-12-04","2023-12-04T20:30:00","2023-12-04T21:00:00",-53.003,62.38
"2023-12-04","2023-12-04T21:00:00","2023-12-04T21:30:00",-42.401,82.43
"2023-12-04","2023-12-04T21:30:00","2023-12-04T22:00:00",-51.873,62.71
"2023-12-04","2023-12-04T22:00:00","2023-12-04T22:30:00",-41.537,77.96
"2023-12-04","2023-12-04T22:30:00","2023-12-04T23:00:00",-50.203,44.87
"2023-12-05","2023-12-04T23:00:00","2023-12-04T23:30:00",-53.255,50.42
"2023-12-05","2023-12-04T23:30:00","2023-12-05T00:00:00",-51.342,71.59
"2023-12-05","2023-12-05T00:00:00","2023-12-05T00:30:00",-44.575,81.59
"2023-12-05","2023-12-05T00:30:00","2023-12-05T01:00:00",-35.469,76.35
"2023-12-05","2023-12-05T01:00:00","2023-12-05T01:30:00",-40.909,26.51
"2023-12-05","2023-12-05T01:30:00","2023-12-05T02:00:00",-49.65,17.08
"2023-12-05","2023-12-05T02:00:00","2023-12-05T02:30:00",-52.412,14.82
"2023-12-05","2023-12-05T02:30:00","2023-12-05T03:00:00",-48.988,14.37
"2023-12-05","2023-12-05T03:00:00","2023-12-05T03:30:00",-43.064,19.96
"2023-12-05","2023-12-05T03:30:00","2023-12-05T04:00:00",-40.568,25.35
"2023-12-05","2023-12-05T04:00:00","2023-12-05T04:30:00",-40.206,34.73
"2023-12-05","2023-12-05T04:30:00","2023-12-05T05:00:00",-47.057,35.17
"2023-12-05","2023-12-05T05:00:00","2023-12-05T05:30:00",-59.704,47.63
"2023-12-05","2023-12-05T05:30:00","2023-12-05T06:00:00",-54.865,69.04
"2023-12-05","2023-12-05T06:00:00","2023-12-05T06:30:00",-59.994,97.22
"2023-12-05","2023-12-05T06:30:00","2023-12-05T07:00:00",-56.875,84.48
"2023-12-05","2023-12-05T07:00:00","2023-12-05T07:30:00",-39.09,98.51
"2023-12-05","2023-12-05T07:30:00","2023-12-05T08:00:00",-28.208,92.65
"2023-12-05","2023-12-05T08:00:00","2023-12-05T08:30:00",-17.122,100.22
"2023-12-05","2023-12-05T08:30:00","2023-12-05T09:00:00",-15.53,100.64
"2023-12-05","2023-12-05T09:00:00","2023-12-05T09:30:00",-14.197,102.53
"2023-12-05","2023-12-05T09:30:00","2023-12-05T10:00:00",-4.552,118.81
"2023-12-05","2023-12-05T10:00:00","2023-12-05T10:30:00",9.507,177.8
"2023-12-05","2023-12-05T10:30:00","2023-12-05T11:00:00",9.165,205.25
"2023-12-05","2023-12-05T11:00:00","2023-12-05T11:30:00",16.566,223.53
"2023-12-05","2023-12-05T11:30:00","2023-12-05T12:00:00",19.623,207
"2023-12-05","2023-12-05T12:00:00","2023-12-05T12:30:00",19.778,204.03
"2023-12-05","2023-12-05T12:30:00","2023-12-05T13:00:00",19.851,208.57
"2023-12-05","2023-12-05T13:00:00","2023-12-05T13:30:00",15.415,195.01
"2023-12-05","2023-12-05T13:30:00","2023-12-05T14:00:00",-8.681,106.67
"2023-12-05","2023-12-05T14:00:00","2023-12-05T14:30:00",0.096,177.29
"2023-12-05","2023-12-05T14:30:00","2023-12-05T15:00:00",15.65,223.33
"2023-12-05","2023-12-05T15:00:00","2023-12-05T15:30:00",25.692,242.29
"2023-12-05","2023-12-05T15:30:00","2023-12-05T16:00:00",29.22,246.26
"2023-12-05","2023-12-05T16:00:00","2023-12-05T16:30:00",32.838,162.68
"2023-12-05","2023-12-05T16:30:00","2023-12-05T17:00:00",43.496,230.73
"2023-12-05","2023-12-05T17:00:00","2023-12-05T17:30:00",37.219,257.87
"2023-12-05","2023-12-05T17:30:00","2023-12-05T18:00:00",12.671,237.76
"2023-12-05","2023-12-05T18:00:00","2023-12-05T18:30:00",1.033,190.06
"2023-12-05","2023-12-05T18:30:00","2023-12-05T19:00:00",-22.741,99.46
"2023-12-05","2023-12-05T19:00:00","2023-12-05T19:30:00",-19.988,105.03
"2023-12-05","2023-12-05T19:30:00","2023-12-05T20:00:00",-28.177,103.89
"2023-12-05","2023-12-05T20:00:00","2023-12-05T20:30:00",-30.61,101.44
"2023-12-05","2023-12-05T20:30:00","2023-12-05T21:00:00",-35.654,85.18
"2023-12-05","2023-12-05T21:00:00","2023-12-05T21:30:00",-20.96,87.41
"2023-12-05","2023-12-05T21:30:00","2023-12-05T22:00:00",-24.879,85.18
"2023-12-05","2023-12-05T22:00:00","2023-12-05T22:30:00",-9.428,82.99
"2023-12-05","2023-12-05T22:30:00","2023-12-05T23:00:00",-6.324,87.08
"2023-12-06","2023-12-05T23:00:00","2023-12-05T23:30:00",-0.296,115.06
"2023-12-06","2023-12-05T23:30:00","2023-12-06T00:00:00",-9.028,83.14
"2023-12-06","2023-12-06T00:00:00","2023-12-06T00:30:00",-18.442,78.25
"2023-12-06","2023-12-06T00:30:00","2023-12-06T01:00:00",-21.268,69.17
"2023-12-06","2023-12-06T01:00:00","2023-12-06T01:30:00",-13.514,79.63
"2023-12-06","2023-12-06T01:30:00","2023-12-06T02:00:00",-11.274,79.78
"2023-12-06","2023-12-06T02:00:00","2023-12-06T02:30:00",5.996,147.58
"2023-12-06","2023-12-06T02:30:00","2023-12-06T03:00:00",5.199,162.05
"2023-12-06","2023-12-06T03:00:00","2023-12-06T03:30:00",1.271,65.01
"2023-12-06","2023-12-06T03:30:00","2023-12-06T04:00:00",6.745,137.73
"2023-12-06","2023-12-06T04:00:00","2023-12-06T04:30:00",-12.096,39.26
"2023-12-06","2023-12-06T04:30:00","2023-12-06T05:00:00",-10.378,29.87
"2023-12-06","2023-12-06T05:00:00","2023-12-06T05:30:00",3.2,74.91
"2023-12-06","2023-12-06T05:30:00","2023-12-06T06:00:00",12.585,84
"2023-12-06","2023-12-06T06:00:00","2023-12-06T06:30:00",-7.261,74.41
"2023-12-06","2023-12-06T06:30:00","2023-12-06T07:00:00",3.787,105.32
"2023-12-06","2023-12-06T07:00:00","2023-12-06T07:30:00",7.457,96.12
"2023-12-06","2023-12-06T07:30:00","2023-12-06T08:00:00",27.887,144.9
"2023-12-06","2023-12-06T08:00:00","2023-12-06T08:30:00",19.993,122.01
"2023-12-06","2023-12-06T08:30:00","2023-12-06T09:00:00",1.944,69.11
"2023-12-06","2023-12-06T09:00:00","2023-12-06T09:30:00",4.491,120.02
"2023-12-06","2023-12-06T09:30:00","2023-12-06T10:00:00",12.688,95.24
"2023-12-06","2023-12-06T10:00:00","2023-12-06T10:30:00",35.801,163.62
"2023-12-06","2023-12-06T10:30:00","2023-12-06T11:00:00",45.051,168.28
"2023-12-06","2023-12-06T11:00:00","2023-12-06T11:30:00",58.447,150.44
"2023-12-06","2023-12-06T11:30:00","2023-12-06T12:00:00",41.332,161.29
"2023-12-06","2023-12-06T12:00:00","2023-12-06T12:30:00",36.606,156.83
"2023-12-06","2023-12-06T12:30:00","2023-12-06T13:00:00",33.271,153.91
"2023-12-06","2023-12-06T13:00:00","2023-12-06T13:30:00",47.779,151.56
"2023-12-06","2023-12-06T13:30:00","2023-12-06T14:00:00",48.022,137.75
"2023-12-06","2023-12-06T14:00:00","2023-12-06T14:30:00",39.494,138.11
"2023-12-06","2023-12-06T14:30:00","2023-12-06T15:00:00",40.544,130.48
"2023-12-06","2023-12-06T15:00:00","2023-12-06T15:30:00",30.69,131.07
"2023-12-06","2023-12-06T15:30:00","2023-12-06T16:00:00",27.168,136.01
"2023-12-06","2023-12-06T16:00:00","2023-12-06T16:30:00",20.703,137.43
"2023-12-06","2023-12-06T16:30:00","2023-12-06T17:00:00",17.69,137.13
"2023-12-06","2023-12-06T17:00:00","2023-12-06T17:30:00",17.152,123.05
"2023-12-06","2023-12-06T17:30:00","2023-12-06T18:00:00",21.611,131.14
"2023-12-06","2023-12-06T18:00:00","2023-12-06T18:30:00",11.714,124.6
"2023-12-06","2023-12-06T18:30:00","2023-12-06T19:00:00",0.793,70.64
"2023-12-06","2023-12-06T19:00:00","2023-12-06T19:30:00",-4.427,16.03
"2023-12-06","2023-12-06T19:30:00","2023-12-06T20:00:00",-4.519,52
"2023-12-06","2023-12-06T20:00:00","2023-12-06T20:30:00",6.621,143.59
"2023-12-06","2023-12-06T20:30:00","2023-12-06T21:00:00",-2.971,60.46
"2023-12-06","2023-12-06T21:00:00","2023-12-06T21:30:00",-13.599,27.28
"2023-12-06","2023-12-06T21:30:00","2023-12-06T22:00:00",-21.698,28.73
"2023-12-06","2023-12-06T22:00:00","2023-12-06T22:30:00",-12.237,33.34
"2023-12-06","2023-12-06T22:30:00","2023-12-06T23:00:00",-10.133,70.89
"2023-12-07","2023-12-06T23:00:00","2023-12-06T23:30:00",-0.469,90.12
"2023-12-07","2023-12-06T23:30:00","2023-12-07T00:00:00",12.61,149.21
"2023-12-07","2023-12-07T00:00:00","2023-12-07T00:30:00",11.406,149.61
"2023-12-07","2023-12-07T00:30:00","2023-12-07T01:00:00",6.78,152.6
"2023-12-07","2023-12-07T01:00:00","2023-12-07T01:30:00",3.511,125
"2023-12-07","2023-12-07T01:30:00","2023-12-07T02:00:00",-4.76,72.8
"2023-12-07","2023-12-07T02:00:00","2023-12-07T02:30:00",-6.923,65.54
"2023-12-07","2023-12-07T02:30:00","2023-12-07T03:00:00",-4.057,72.11
"2023-12-07","2023-12-07T03:00:00","2023-12-07T03:30:00",-10.125,48.16
"2023-12-07","2023-12-07T03:30:00","2023-12-07T04:00:00",5.913,132.19
"2023-12-07","2023-12-07T04:00:00","2023-12-07T04:30:00",2.167,132.19
"2023-12-07","2023-12-07T04:30:00","2023-12-07T05:00:00",0.171,88.13
"2023-12-07","2023-12-07T05:00:00","2023-12-07T05:30:00",2.034,126.87
"2023-12-07","2023-12-07T05:30:00","2023-12-07T06:00:00",13.277,125
"2023-12-07","2023-12-07T06:00:00","2023-12-07T06:30:00",3.989,104.58
"2023-12-07","2023-12-07T06:30:00","2023-12-07T07:00:00",4.028,87.45
"2023-12-07","2023-12-07T07:00:00","2023-12-07T07:30:00",9.128,139.67
"2023-12-07","2023-12-07T07:30:00","2023-12-07T08:00:00",25.692,162.86
"2023-12-07","2023-12-07T08:00:00","2023-12-07T08:30:00",32.123,171.9
"2023-12-07","2023-12-07T08:30:00","2023-12-07T09:00:00",46.354,135.22
"2023-12-07","2023-12-07T09:00:00","2023-12-07T09:30:00",69.786,157.93
"2023-12-07","2023-12-07T09:30:00","2023-12-07T10:00:00",80.171,162.39
"2023-12-07","2023-12-07T10:00:00","2023-12-07T10:30:00",76.407,162.42
"2023-12-07","2023-12-07T10:30:00","2023-12-07T11:00:00",56.247,168.35
"2023-12-07","2023-12-07T11:00:00","2023-12-07T11:30:00",36.714,166.62
"2023-12-07","2023-12-07T11:30:00","2023-12-07T12:00:00",19.241,168.59
"2023-12-07","2023-12-07T12:00:00","2023-12-07T12:30:00",6.166,149.36
"2023-12-07","2023-12-07T12:30:00","2023-12-07T13:00:00",0.701,74.35
"2023-12-07","2023-12-07T13:00:00","2023-12-07T13:30:00",6.293,149.41
"2023-12-07","2023-12-07T13:30:00","2023-12-07T14:00:00",1.721,120.26
"2023-12-07","2023-12-07T14:00:00","2023-12-07T14:30:00",14.203,135.92
"2023-12-07","2023-12-07T14:30:00","2023-12-07T15:00:00",24.167,159.01
"2023-12-07","2023-12-07T15:00:00","2023-12-07T15:30:00",31.371,168.8
"2023-12-07","2023-12-07T15:30:00","2023-12-07T16:00:00",39.7,163.11
"2023-12-07","2023-12-07T16:00:00","2023-12-07T16:30:00",58.226,162.17
"2023-12-07","2023-12-07T16:30:00","2023-12-07T17:00:00",72.486,162.2
"2023-12-07","2023-12-07T17:00:00","2023-12-07T17:30:00",74.459,176.08
"2023-12-07","2023-12-07T17:30:00","2023-12-07T18:00:00",57.632,174.39
"2023-12-07","2023-12-07T18:00:00","2023-12-07T18:30:00",41.413,166.19
"2023-12-07","2023-12-07T18:30:00","2023-12-07T19:00:00",51.008,151.67
"2023-12-07","2023-12-07T19:00:00","2023-12-07T19:30:00",66.507,162.56
"2023-12-07","2023-12-07T19:30:00","2023-12-07T20:00:00",75.393,159.72
"2023-12-07","2023-12-07T20:00:00","2023-12-07T20:30:00",60.728,157.59
"2023-12-07","2023-12-07T20:30:00","2023-12-07T21:00:00",67.714,162.31
"2023-12-07","2023-12-07T21:00:00","2023-12-07T21:30:00",64.622,160.13
"2023-12-07","2023-12-07T21:30:00","2023-12-07T22:00:00",43.372,156.83
"2023-12-07","2023-12-07T22:00:00","2023-12-07T22:30:00",34.548,155.85
"2023-12-07","2023-12-07T22:30:00","2023-12-07T23:00:00",23.488,149.23
"2023-12-08","2023-12-07T23:00:00","2023-12-07T23:30:00",5.997,137.03
"2023-12-08","2023-12-07T23:30:00","2023-12-08T00:00:00",0.436,118.1
"2023-12-08","2023-12-08T00:00:00","2023-12-08T00:30:00",-27.127,50.41
"2023-12-08","2023-12-08T00:30:00","2023-12-08T01:00:00",-32.706,49.94
"2023-12-08","2023-12-08T01:00:00","2023-12-08T01:30:00",-10.515,97.06
"2023-12-08","2023-12-08T01:30:00","2023-12-08T02:00:00",-13.298,53.68
"2023-12-08","2023-12-08T02:00:00","2023-12-08T02:30:00",-0.235,94.84
"2023-12-08","2023-12-08T02:30:00","2023-12-08T03:00:00",-16.426,46.47
"2023-12-08","2023-12-08T03:00:00","2023-12-08T03:30:00",-26.14,10.36
"2023-12-08","2023-12-08T03:30:00","2023-12-08T04:00:00",-29.818,-3.81
"2023-12-08","2023-12-08T04:00:00","2023-12-08T04:30:00",-24.97,-3.69
"2023-12-08","2023-12-08T04:30:00","2023-12-08T05:00:00",-10.804,11
"2023-12-08","2023-12-08T05:00:00","2023-12-08T05:30:00",-12.409,20.87
"2023-12-08","2023-12-08T05:30:00","2023-12-08T06:00:00",5.339,134.75
"2023-12-08","2023-12-08T06:00:00","2023-12-08T06:30:00",-6.264,70.31
"2023-12-08","2023-12-08T06:30:00","2023-12-08T07:00:00",4.879,78.86
"2023-12-08","2023-12-08T07:00:00","2023-12-08T07:30:00",2.037,83.92
"2023-12-08","2023-12-08T07:30:00","2023-12-08T08:00:00",18.899,109.52
"2023-12-08","2023-12-08T08:00:00","2023-12-08T08:30:00",18.431,127.91
"2023-12-08","2023-12-08T08:30:00","2023-12-08T09:00:00",20.513,131.12
"2023-12-08","2023-12-08T09:00:00","2023-12-08T09:30:00",14.842,111.55
"2023-12-08","2023-12-08T09:30:00","2023-12-08T10:00:00",10.44,100.38
"2023-12-08","2023-12-08T10:00:00","2023-12-08T10:30:00",9.763,123.2
"2023-12-08","2023-12-08T10:30:00","2023-12-08T11:00:00",-5.407,106.31
"2023-12-08","2023-12-08T11:00:00","2023-12-08T11:30:00",-3.241,99
"2023-12-08","2023-12-08T11:30:00","2023-12-08T12:00:00",4.093,133.63
"2023-12-08","2023-12-08T12:00:00","2023-12-08T12:30:00",3.251,132.39
"2023-12-08","2023-12-08T12:30:00","2023-12-08T13:00:00",-0.315,70.93
"2023-12-08","2023-12-08T13:00:00","2023-12-08T13:30:00",-3.337,0.08
"2023-12-08","2023-12-08T13:30:00","2023-12-08T14:00:00",-6.129,-0.96
"2023-12-08","2023-12-08T14:00:00","2023-12-08T14:30:00",-14.101,19.22
"2023-12-08","2023-12-08T14:30:00","2023-12-08T15:00:00",-4.966,30.14
"2023-12-08","2023-12-08T15:00:00","2023-12-08T15:30:00",-10.83,23.11
"2023-12-08","2023-12-08T15:30:00","2023-12-08T16:00:00",0.848,97.18
"2023-12-08","2023-12-08T16:00:00","2023-12-08T16:30:00",-7.597,14.46
"2023-12-08","2023-12-08T16:30:00","2023-12-08T17:00:00",-24.721,27.98
"2023-12-08","2023-12-08T17:00:00","2023-12-08T17:30:00",-0.568,102.46
"2023-12-08","2023-12-08T17:30:00","2023-12-08T18:00:00",-5.762,34.39
"2023-12-08","2023-12-08T18:00:00","2023-12-08T18:30:00",-20.082,13.13
"2023-12-08","2023-12-08T18:30:00","2023-12-08T19:00:00",-17.026,14.16
"2023-12-08","2023-12-08T19:00:00","2023-12-08T19:30:00",-21.329,19.5
"2023-12-08","2023-12-08T19:30:00","2023-12-08T20:00:00",-10.005,24.03
"2023-12-08","2023-12-08T20:00:00","2023-12-08T20:30:00",-7.066,3.06
"2023-12-08","2023-12-08T20:30:00","2023-12-08T21:00:00",-6.852,8.44
"2023-12-08","2023-12-08T21:00:00","2023-12-08T21:30:00",-14.109,23.64
"2023-12-08","2023-12-08T21:30:00","2023-12-08T22:00:00",-21.263,31.96
"2023-12-08","2023-12-08T22:00:00","2023-12-08T22:30:00",-16.803,34.3
"2023-12-08","2023-12-08T22:30:00","2023-12-08T23:00:00",-3.339,71.79
"2023-12-09","2023-12-08T23:00:00","2023-12-08T23:30:00",18.189,140.1
"2023-12-09","2023-12-08T23:30:00","2023-12-09T00:00:00",4.96,104.85
"2023-12-09","2023-12-09T00:00:00","2023-12-09T00:30:00",1.058,117.13
"2023-12-09","2023-12-09T00:30:00","2023-12-09T01:00:00",2.74,130.15
"2023-12-09","2023-12-09T01:00:00","2023-12-09T01:30:00",-5.168,63.36
"2023-12-09","2023-12-09T01:30:00","2023-12-09T02:00:00",-10.277,50
"2023-12-09","2023-12-09T02:00:00","2023-12-09T02:30:00",-3.689,63.36
"2023-12-09","2023-12-09T02:30:00","2023-12-09T03:00:00",-5.076,63.36
"2023-12-09","2023-12-09T03:00:00","2023-12-09T03:30:00",-35.162,37.69
"2023-12-09","2023-12-09T03:30:00","2023-12-09T04:00:00",-45.091,23.24
"2023-12-09","2023-12-09T04:00:00","2023-12-09T04:30:00",-33.023,25.53
"2023-12-09","2023-12-09T04:30:00","2023-12-09T05:00:00",-37.029,16.8
"2023-12-09","2023-12-09T05:00:00","2023-12-09T05:30:00",-13.778,19.58
"2023-12-09","2023-12-09T05:30:00","2023-12-09T06:00:00",-13.304,5.9
"2023-12-09","2023-12-09T06:00:00","2023-12-09T06:30:00",-30.325,-7.91
"2023-12-09","2023-12-09T06:30:00","2023-12-09T07:00:00",-1.541,70.93
"2023-12-09","2023-12-09T07:00:00","2023-12-09T07:30:00",-13.697,15.18
"2023-12-09","2023-12-09T07:30:00","2023-12-09T08:00:00",-11.689,8.75
"2023-12-09","2023-12-09T08:00:00","2023-12-09T08:30:00",-8.627,13.04
"2023-12-09","2023-12-09T08:30:00","2023-12-09T09:00:00",10.897,130.83
"2023-12-09","2023-12-09T09:00:00","2023-12-09T09:30:00",13.822,130.44
"2023-12-09","2023-12-09T09:30:00","2023-12-09T10:00:00",9.202,113.71
"2023-12-09","2023-12-09T10:00:00","2023-12-09T10:30:00",-4.833,42.29
"2023-12-09","2023-12-09T10:30:00","2023-12-09T11:00:00",-15.596,28.03
"2023-12-09","2023-12-09T11:00:00","2023-12-09T11:30:00",-21.42,16.33
"2023-12-09","2023-12-09T11:30:00","2023-12-09T12:00:00",-26.801,4.81
"2023-12-09","2023-12-09T12:00:00","2023-12-09T12:30:00",-28.152,4.79
"2023-12-09","2023-12-09T12:30:00","2023-12-09T13:00:00",-22.529,7.92
"2023-12-09","2023-12-09T13:00:00","2023-12-09T13:30:00",-19.928,26.04
"2023-12-09","2023-12-09T13:30:00","2023-12-09T14:00:00",-6.251,7.86
"2023-12-09","2023-12-09T14:00:00","2023-12-09T14:30:00",10.4,113.2
"2023-12-09","2023-12-09T14:30:00","2023-12-09T15:00:00",2.801,83.42
"2023-12-09","2023-12-09T15:00:00","2023-12-09T15:30:00",-14.549,31.37
"2023-12-09","2023-12-09T15:30:00","2023-12-09T16:00:00",-23.592,31.83
"2023-12-09","2023-12-09T16:00:00","2023-12-09T16:30:00",-10.176,46.68
"2023-12-09","2023-12-09T16:30:00","2023-12-09T17:00:00",-8.528,46.91
"2023-12-09","2023-12-09T17:00:00","2023-12-09T17:30:00",4.262,150.67
"2023-12-09","2023-12-09T17:30:00","2023-12-09T18:00:00",14.505,151.56
"2023-12-09","2023-12-09T18:00:00","2023-12-09T18:30:00",19.491,143.4
"2023-12-09","2023-12-09T18:30:00","2023-12-09T19:00:00",16.321,143.21
"2023-12-09","2023-12-09T19:00:00","2023-12-09T19:30:00",25.75,157.01
"2023-12-09","2023-12-09T19:30:00","2023-12-09T20:00:00",8.419,145.32
"2023-12-09","2023-12-09T20:00:00","2023-12-09T20:30:00",37.052,181.38
"2023-12-09","2023-12-09T20:30:00","2023-12-09T21:00:00",40.944,171.12
"2023-12-09","2023-12-09T21:00:00","2023-12-09T21:30:00",52.603,173.33
"2023-12-09","2023-12-09T21:30:00","2023-12-09T22:00:00",53.655,171.14
"2023-12-09","2023-12-09T22:00:00","2023-12-09T22:30:00",54.518,162.87
"2023-12-09","2023-12-09T22:30:00","2023-12-09T23:00:00",52.067,143.04
"2023-12-10","2023-12-09T23:00:00","2023-12-09T23:30:00",79.754,157.31
"2023-12-10","2023-12-09T23:30:00","2023-12-10T00:00:00",69.217,171.75
"2023-12-10","2023-12-10T00:00:00","2023-12-10T00:30:00",58.535,141.81
"2023-12-10","2023-12-10T00:30:00","2023-12-10T01:00:00",44.934,149.13
"2023-12-10","2023-12-10T01:00:00","2023-12-10T01:30:00",20.969,135.85
"2023-12-10","2023-12-10T01:30:00","2023-12-10T02:00:00",26.97,177.62
"2023-12-10","2023-12-10T02:00:00","2023-12-10T02:30:00",39.427,178.96
"2023-12-10","2023-12-10T02:30:00","2023-12-10T03:00:00",46.871,163.21
"2023-12-10","2023-12-10T03:00:00","2023-12-10T03:30:00",34.848,161.84
"2023-12-10","2023-12-10T03:30:00","2023-12-10T04:00:00",-3.498,27.8
"2023-12-10","2023-12-10T04:00:00","2023-12-10T04:30:00",12.701,126.64
"2023-12-10","2023-12-10T04:30:00","2023-12-10T05:00:00",8.791,110.39
"2023-12-10","2023-12-10T05:00:00","2023-12-10T05:30:00",29.6,115
"2023-12-10","2023-12-10T05:30:00","2023-12-10T06:00:00",41.531,150.69
"2023-12-10","2023-12-10T06:00:00","2023-12-10T06:30:00",56.456,166.14
"2023-12-10","2023-12-10T06:30:00","2023-12-10T07:00:00",49.124,147.51
"2023-12-10","2023-12-10T07:00:00","2023-12-10T07:30:00",9.247,115
"2023-12-10","2023-12-10T07:30:00","2023-12-10T08:00:00",13.551,105.91
"2023-12-10","2023-12-10T08:00:00","2023-12-10T08:30:00",-11.202,27.64
"2023-12-10","2023-12-10T08:30:00","2023-12-10T09:00:00",0.527,43.65
"2023-12-10","2023-12-10T09:00:00","2023-12-10T09:30:00",-17.564,30.28
"2023-12-10","2023-12-10T09:30:00","2023-12-10T10:00:00",-16.142,38.48
"2023-12-10","2023-12-10T10:00:00","2023-12-10T10:30:00",-23.735,40.33
"2023-12-10","2023-12-10T10:30:00","2023-12-10T11:00:00",-14.478,30.31
"2023-12-10","2023-12-10T11:00:00","2023-12-10T11:30:00",-3.55,28.09
"2023-12-10","2023-12-10T11:30:00","2023-12-10T12:00:00",11.809,121.73
"2023-12-10","2023-12-10T12:00:00","2023-12-10T12:30:00",15.937,145.45
"2023-12-10","2023-12-10T12:30:00","2023-12-10T13:00:00",25.161,160.59
"2023-12-10","2023-12-10T13:00:00","2023-12-10T13:30:00",41.59,157.79
"2023-12-10","2023-12-10T13:30:00","2023-12-10T14:00:00",50.201,155.67
"2023-12-10","2023-12-10T14:00:00","2023-12-10T14:30:00",77.563,155
"2023-12-10","2023-12-10T14:30:00","2023-12-10T15:00:00",73.978,148.33
"2023-12-10","2023-12-10T15:00:00","2023-12-10T15:30:00",70.753,177.73
"2023-12-10","2023-12-10T15:30:00","2023-12-10T16:00:00",90.305,177.93
"2023-12-10","2023-12-10T16:00:00","2023-12-10T16:30:00",82.177,159.8
"2023-12-10","2023-12-10T16:30:00","2023-12-10T17:00:00",77.328,169.36
"2023-12-10","2023-12-10T17:00:00","2023-12-10T17:30:00",65.43,169.2
"2023-12-10","2023-12-10T17:30:00","2023-12-10T18:00:00",64.934,164.83
"2023-12-10","2023-12-10T18:00:00","2023-12-10T18:30:00",65.603,159.92
"2023-12-10","2023-12-10T18:30:00","2023-12-10T19:00:00",71.976,159.4
"2023-12-10","2023-12-10T19:00:00","2023-12-10T19:30:00",73.325,157.59
"2023-12-10","2023-12-10T19:30:00","2023-12-10T20:00:00",63.208,155.17
"2023-12-10","2023-12-10T20:00:00","2023-12-10T20:30:00",68.828,155.54
"2023-12-10","2023-12-10T20:30:00","2023-12-10T21:00:00",56.665,145
"2023-12-10","2023-12-10T21:00:00","2023-12-10T21:30:00",42.327,145
"2023-12-10","2023-12-10T21:30:00","2023-12-10T22:00:00",43.901,148.99
"2023-12-10","2023-12-10T22:00:00","2023-12-10T22:30:00",19.18,134.35
"2023-12-10","2023-12-10T22:30:00","2023-12-10T23:00:00",17.229,132.08
"2023-12-11","2023-12-10T23:00:00","2023-12-10T23:30:00",37.341,143.54
"2023-12-11","2023-12-10T23:30:00","2023-12-11T00:00:00",34.127,138.76
"2023-12-11","2023-12-11T00:00:00","2023-12-11T00:30:00",17.966,131.76
"2023-12-11","2023-12-11T00:30:00","2023-12-11T01:00:00",8.992,109.08
"2023-12-11","2023-12-11T01:00:00","2023-12-11T01:30:00",-0.294,13.87
"2023-12-11","2023-12-11T01:30:00","2023-12-11T02:00:00",0.109,-4.39
"2023-12-11","2023-12-11T02:00:00","2023-12-11T02:30:00",10.817,115.06
"2023-12-11","2023-12-11T02:30:00","2023-12-11T03:00:00",11.462,101.91
"2023-12-11","2023-12-11T03:00:00","2023-12-11T03:30:00",16.29,134.27
"2023-12-11","2023-12-11T03:30:00","2023-12-11T04:00:00",2.822,73.68
"2023-12-11","2023-12-11T04:00:00","2023-12-11T04:30:00",-6.518,50.66
"2023-12-11","2023-12-11T04:30:00","2023-12-11T05:00:00",-4.002,38.31
"2023-12-11","2023-12-11T05:00:00","2023-12-11T05:30:00",-3.186,58.89
"2023-12-11","2023-12-11T05:30:00","2023-12-11T06:00:00",-25.492,58.76
"2023-12-11","2023-12-11T06:00:00","2023-12-11T06:30:00",-20.01,87.67
"2023-12-11","2023-12-11T06:30:00","2023-12-11T07:00:00",-10.784,95.73
"2023-12-11","2023-12-11T07:00:00","2023-12-11T07:30:00",-16.098,92.63
"2023-12-11","2023-12-11T07:30:00","2023-12-11T08:00:00",24.585,124.25
"2023-12-11","2023-12-11T08:00:00","2023-12-11T08:30:00",35.956,125.63
"2023-12-11","2023-12-11T08:30:00","2023-12-11T09:00:00",33.804,124.52
