ParticipantName,ResourceName,TradeDate,DeliveryDate,StartTime,StartMW,EndTime,EndMW,UnderTestFlag
"PT_400090","DSU_401270","2023-11-19","2023-11-18","2023-11-18T23:00:00",0,"2023-11-19T23:00:00",0,"N"
"PT_400033","DSU_401330","2023-11-19","2023-11-18","2023-11-18T23:00:00",0,"2023-11-19T23:00:00",0,"N"
"PT_400116","DSU_401400","2023-11-19","2023-11-18","2023-11-18T23:00:00",0,"2023-11-18T23:30:00",0,"N"
"PT_400124","DSU_401490","2023-11-19","2023-11-18","2023-11-18T23:00:00",0,"2023-11-19T23:00:00",0,"N"
"PT_400133","DSU_401530","2023-11-19","2023-11-18","2023-11-18T23:00:00",0,"2023-11-19T23:00:00",0,"N"
"PT_400043","DSU_401590","2023-11-19","2023-11-18","2023-11-18T23:00:00",0,"2023-11-18T23:30:00",0,"N"
"PT_400090","DSU_401610","2023-11-19","2023-11-18","2023-11-18T23:00:00",6,"2023-11-19T23:00:00",6,"N"
"PT_400090","DSU_401620","2023-11-19","2023-11-18","2023-11-18T23:00:00",0,"2023-11-19T23:00:00",0,"N"
"PT_400144","DSU_401660","2023-11-19","2023-11-18","2023-11-18T23:00:00",0,"2023-11-18T23:30:00",0,"N"
"PT_400090","DSU_401800","2023-11-19","2023-11-18","2023-11-18T23:00:00",0,"2023-11-19T23:00:00",0,"N"
"PT_400090","DSU_401850","2023-11-19","2023-11-18","2023-11-18T23:00:00",0,"2023-11-19T23:00:00",0,"N"
"PT_400116","DSU_401870","2023-11-19","2023-11-18","2023-11-18T23:00:00",8,"2023-11-18T23:30:00",7,"N"
"PT_400124","DSU_401880","2023-11-19","2023-11-18","2023-11-18T23:00:00",4,"2023-11-19T23:00:00",4,"N"
"PT_400133","DSU_401910","2023-11-19","2023-11-18","2023-11-18T23:00:00",7,"2023-11-19T00:00:00",7,"N"
"PT_400043","DSU_402040","2023-11-19","2023-11-18","2023-11-18T23:00:00",0,"2023-11-18T23:30:00",0,"N"
"PT_400116","DSU_402090","2023-11-19","2023-11-18","2023-11-18T23:00:00",7,"2023-11-18T23:30:00",7,"N"
"PT_400116","DSU_402100","2023-11-19","2023-11-18","2023-11-18T23:00:00",2,"2023-11-18T23:30:00",2,"N"
"PT_400116","DSU_402120","2023-11-19","2023-11-18","2023-11-18T23:00:00",1,"2023-11-18T23:30:00",1,"N"
"PT_400133","DSU_402180","2023-11-19","2023-11-18","2023-11-18T23:00:00",0,"2023-11-19T23:00:00",0,"N"
"PT_400090","DSU_403020","2023-11-19","2023-11-18","2023-11-18T23:00:00",0,"2023-11-19T23:00:00",0,"N"
"PT_400090","DSU_403030","2023-11-19","2023-11-18","2023-11-18T23:00:00",0,"2023-11-19T23:00:00",0,"N"
"PT_400090","DSU_403040","2023-11-19","2023-11-18","2023-11-18T23:00:00",0,"2023-11-19T23:00:00",0,"N"
"PT_400090","DSU_403050","2023-11-19","2023-11-18","2023-11-18T23:00:00",0,"2023-11-19T23:00:00",0,"N"
"PT_400090","DSU_403080","2023-11-19","2023-11-18","2023-11-18T23:00:00",0,"2023-11-18T23:30:00",0,"N"
"PT_400090","DSU_403120","2023-11-19","2023-11-18","2023-11-18T23:00:00",0,"2023-11-19T23:00:00",0,"N"
"PT_400090","DSU_403450","2023-11-19","2023-11-18","2023-11-18T23:00:00",0,"2023-11-19T23:00:00",0,"N"
"PT_400090","DSU_403470","2023-11-19","2023-11-18","2023-11-18T23:00:00",0,"2023-11-19T23:00:00",0,"N"
"PT_400144","DSU_403500","2023-11-19","2023-11-18","2023-11-18T23:00:00",0,"2023-11-18T23:30:00",0,"N"
"PT_400116","DSU_403520","2023-11-19","2023-11-18","2023-11-18T23:00:00",0,"2023-11-18T23:30:00",0,"N"
"PT_400116","DSU_403560","2023-11-19","2023-11-18","2023-11-18T23:00:00",0,"2023-11-18T23:30:00",0,"N"
"PT_400133","DSU_403590","2023-11-19","2023-11-18","2023-11-18T23:00:00",0,"2023-11-18T23:30:00",0,"N"
"PT_400111","DSU_403620","2023-11-19","2023-11-18","2023-11-18T23:00:00",0,"2023-11-18T23:30:00",0,"N"
"PT_400116","DSU_403630","2023-11-19","2023-11-18","2023-11-18T23:00:00",0,"2023-11-18T23:30:00",0,"N"
"PT_400116","DSU_403640","2023-11-19","2023-11-18","2023-11-18T23:00:00",0,"2023-11-18T23:30:00",0,"N"
"PT_400124","DSU_403660","2023-11-19","2023-11-18","2023-11-18T23:00:00",0,"2023-11-18T23:30:00",0,"N"
"PT_400133","DSU_403690","2023-11-19","2023-11-18","2023-11-18T23:00:00",0,"2023-11-18T23:30:00",0,"N"
"PT_400090","DSU_403720","2023-11-19","2023-11-18","2023-11-18T23:00:00",0,"2023-11-19T23:00:00",0,"N"
"PT_400116","DSU_403730","2023-11-19","2023-11-18","2023-11-18T23:00:00",0,"2023-11-18T23:30:00",0,"N"
"PT_400116","DSU_403760","2023-11-19","2023-11-18","2023-11-18T23:00:00",6,"2023-11-18T23:30:00",6,"N"
"PT_400024","DSU_403790","2023-11-19","2023-11-18","2023-11-18T23:00:00",0,"2023-11-19T23:00:00",0,"N"
"PT_500064","DSU_501200","2023-11-19","2023-11-18","2023-11-18T23:00:00",0,"2023-11-18T23:30:00",0,"N"
"PT_500078","DSU_501330","2023-11-19","2023-11-18","2023-11-18T23:00:00",0,"2023-11-19T23:00:00",0,"N"
"PT_500067","DSU_501380","2023-11-19","2023-11-18","2023-11-18T23:00:00",0,"2023-11-18T23:30:00",0,"N"
"PT_500098","DSU_501450","2023-11-19","2023-11-18","2023-11-18T23:00:00",0,"2023-11-18T23:30:00",0,"N"
"PT_500099","DSU_501460","2023-11-19","2023-11-18","2023-11-18T23:00:00",0,"2023-11-19T23:00:00",0,"N"
"PT_500067","DSU_501510","2023-11-19","2023-11-18","2023-11-18T23:00:00",0,"2023-11-18T23:30:00",0,"N"
"PT_500078","DSU_501560","2023-11-19","2023-11-18","2023-11-18T23:00:00",0,"2023-11-19T23:00:00",0,"N"
"PT_500067","DSU_501590","2023-11-19","2023-11-18","2023-11-18T23:00:00",0,"2023-11-18T23:30:00",0,"N"
"PT_500067","DSU_501600","2023-11-19","2023-11-18","2023-11-18T23:00:00",0,"2023-11-18T23:30:00",0,"N"
"PT_500067","DSU_501610","2023-11-19","2023-11-18","2023-11-18T23:00:00",0,"2023-11-18T23:30:00",0,"N"
"PT_500053","DSU_503420","2023-11-19","2023-11-18","2023-11-18T23:00:00",0,"2023-11-18T23:30:00",0,"N"
"PT_500053","DSU_503450","2023-11-19","2023-11-18","2023-11-18T23:00:00",0,"2023-11-18T23:30:00",0,"N"
"PT_502516","DSU_503460","2023-11-19","2023-11-18","2023-11-18T23:00:00",0,"2023-11-18T23:30:00",0,"N"
"PT_500053","DSU_503480","2023-11-19","2023-11-18","2023-11-18T23:00:00",0,"2023-11-18T23:30:00",0,"N"
"PT_500067","DSU_503490","2023-11-19","2023-11-18","2023-11-18T23:00:00",0,"2023-11-18T23:30:00",0,"N"
"PT_500099","DSU_503650","2023-11-19","2023-11-18","2023-11-18T23:00:00",0,"2023-11-18T23:30:00",0,"N"
"PT_400024","GU_400120","2023-11-19","2023-11-18","2023-11-18T23:00:00",0,"2023-11-18T23:30:00",0,"N"
"PT_400024","GU_400121","2023-11-19","2023-11-18","2023-11-18T23:00:00",77,"2023-11-18T23:30:00",77,"N"
"PT_400030","GU_400180","2023-11-19","2023-11-18","2023-11-18T23:00:00",0,"2023-11-18T23:30:00",0,"N"
"PT_400030","GU_400181","2023-11-19","2023-11-18","2023-11-18T23:00:00",0,"2023-11-18T23:30:00",0,"N"
"PT_400030","GU_400182","2023-11-19","2023-11-18","2023-11-18T23:00:00",0,"2023-11-18T23:30:00",0,"N"
"PT_400030","GU_400183","2023-11-19","2023-11-18","2023-11-18T23:00:00",0,"2023-11-18T23:30:00",0,"N"
"PT_400030","GU_400200","2023-11-19","2023-11-18","2023-11-18T23:00:00",21,"2023-11-18T23:30:00",21,"N"
"PT_400030","GU_400201","2023-11-19","2023-11-18","2023-11-18T23:00:00",22,"2023-11-18T23:30:00",22,"N"
"PT_400030","GU_400202","2023-11-19","2023-11-18","2023-11-18T23:00:00",19,"2023-11-18T23:30:00",19,"N"
"PT_400030","GU_400203","2023-11-19","2023-11-18","2023-11-18T23:00:00",0,"2023-11-18T23:30:00",0,"N"
"PT_400030","GU_400210","2023-11-19","2023-11-18","2023-11-18T23:00:00",10,"2023-11-18T23:30:00",10,"N"
"PT_400030","GU_400211","2023-11-19","2023-11-18","2023-11-18T23:00:00",10,"2023-11-18T23:30:00",10,"N"
"PT_400030","GU_400220","2023-11-19","2023-11-18","2023-11-18T23:00:00",22.5,"2023-11-18T23:30:00",22.5,"N"
"PT_400030","GU_400221","2023-11-19","2023-11-18","2023-11-18T23:00:00",22.5,"2023-11-18T23:30:00",22.5,"N"
"PT_400030","GU_400240","2023-11-19","2023-11-18","2023-11-18T23:00:00",0,"2023-11-18T23:30:00",0,"N"
"PT_400030","GU_400250","2023-11-19","2023-11-18","2023-11-18T23:00:00",0,"2023-11-18T23:30:00",0,"N"
"PT_400030","GU_400251","2023-11-19","2023-11-18","2023-11-18T23:00:00",15,"2023-11-18T23:02:00",3,"N"
"PT_400030","GU_400252","2023-11-19","2023-11-18","2023-11-18T23:00:00",4,"2023-11-18T23:30:00",4,"N"
"PT_400030","GU_400260","2023-11-19","2023-11-18","2023-11-18T23:00:00",3,"2023-11-18T23:30:00",3,"N"
"PT_400030","GU_400270","2023-11-19","2023-11-18","2023-11-18T23:00:00",0,"2023-11-18T23:30:00",0,"N"
"PT_400030","GU_400271","2023-11-19","2023-11-18","2023-11-18T23:00:00",0,"2023-11-18T23:30:00",0,"N"
"PT_400030","GU_400272","2023-11-19","2023-11-18","2023-11-18T23:00:00",0,"2023-11-18T23:30:00",0,"N"
"PT_400030","GU_400280","2023-11-19","2023-11-18","2023-11-18T23:00:00",15,"2023-11-18T23:30:00",15,"N"
"PT_400030","GU_400281","2023-11-19","2023-11-18","2023-11-18T23:00:00",4,"2023-11-18T23:30:00",4,"N"
"PT_400030","GU_400290","2023-11-19","2023-11-18","2023-11-18T23:00:00",3,"2023-11-18T23:30:00",3,"N"
"PT_400030","GU_400324","2023-11-19","2023-11-18","2023-11-18T23:00:00",0,"2023-11-18T23:30:00",0,"N"
"PT_400030","GU_400325","2023-11-19","2023-11-18","2023-11-18T23:00:00",0,"2023-11-18T23:30:00",0,"N"
"PT_400030","GU_400360","2023-11-19","2023-11-18","2023-11-18T23:00:00",0,"2023-11-18T23:30:00",0,"N"
"PT_400030","GU_400361","2023-11-19","2023-11-18","2023-11-18T23:00:00",0,"2023-11-18T23:30:00",0,"N"
"PT_400030","GU_400362","2023-11-19","2023-11-18","2023-11-18T23:00:00",0,"2023-11-18T23:30:00",0,"N"
"PT_400030","GU_400363","2023-11-19","2023-11-18","2023-11-18T23:00:00",0,"2023-11-18T23:30:00",0,"N"
"PT_400030","GU_400370","2023-11-19","2023-11-18","2023-11-18T23:00:00",0,"2023-11-18T23:30:00",0,"N"
"PT_400035","GU_400480","2023-11-19","2023-11-18","2023-11-18T23:00:00",0,"2023-11-18T23:30:00",0,"N"
"PT_400037","GU_400500","2023-11-19","2023-11-18","2023-11-18T23:00:00",0,"2023-11-18T23:30:00",0,"N"
"PT_400041","GU_400530","2023-11-19","2023-11-18","2023-11-18T23:00:00",0,"2023-11-18T23:30:00",0,"N"
"PT_400044","GU_400540","2023-11-19","2023-11-18","2023-11-18T23:00:00",0,"2023-11-18T23:30:00",0,"N"
"PT_400064","GU_400750","2023-11-19","2023-11-18","2023-11-18T23:00:00",0,"2023-11-19T23:00:00",0,"N"
"PT_400064","GU_400751","2023-11-19","2023-11-18","2023-11-18T23:00:00",0,"2023-11-19T23:00:00",0,"N"
"PT_400064","GU_400752","2023-11-19","2023-11-18","2023-11-18T23:00:00",0,"2023-11-19T23:00:00",0,"N"
"PT_400064","GU_400753","2023-11-19","2023-11-18","2023-11-18T23:00:00",0,"2023-11-19T23:00:00",0,"N"
"PT_400064","GU_400762","2023-11-19","2023-11-18","2023-11-18T23:00:00",0,"2023-11-19T23:00:00",0,"N"
"PT_400064","GU_400770","2023-11-19","2023-11-18","2023-11-18T23:00:00",0,"2023-11-19T23:00:00",0,"N"
"PT_400064","GU_400771","2023-11-19","2023-11-18","2023-11-18T23:00:00",0,"2023-11-19T23:00:00",0,"N"
"PT_400064","GU_400780","2023-11-19","2023-11-18","2023-11-18T23:00:00",0,"2023-11-19T23:00:00",0,"N"
"PT_400064","GU_400781","2023-11-19","2023-11-18","2023-11-18T23:00:00",0,"2023-11-19T23:00:00",0,"N"
"PT_400030","GU_400850","2023-11-19","2023-11-18","2023-11-18T23:00:00",0,"2023-11-18T23:30:00",0,"N"
"PT_400028","GU_400930","2023-11-19","2023-11-18","2023-11-18T23:00:00",0,"2023-11-19T14:00:00",0,"N"
"PT_400078","GU_401010","2023-11-19","2023-11-18","2023-11-18T23:00:00",0,"2023-11-18T23:30:00",0,"N"
"PT_400078","GU_401011","2023-11-19","2023-11-18","2023-11-18T23:00:00",0,"2023-11-18T23:30:00",0,"N"
"PT_400087","GU_401230","2023-11-19","2023-11-18","2023-11-18T23:00:00",17,"2023-11-19T23:00:00",17,"N"
"PT_400169","GU_401860","2023-11-19","2023-11-18","2023-11-18T23:00:00",0,"2023-11-18T23:30:00",0,"N"
"PT_400198","GU_402030","2023-11-19","2023-11-18","2023-11-18T23:00:00",61.5,"2023-11-18T23:30:00",61.5,"N"
"PT_400460","GU_403000","2023-11-19","2023-11-18","2023-11-18T23:00:00",0,"2023-11-18T23:30:00",0,"N"
"PT_402540","GU_403390","2023-11-19","2023-11-18","2023-11-18T23:00:00",34.45,"2023-11-18T23:30:00",34.45,"N"
"PT_400030","GU_403560","2023-11-19","2023-11-18","2023-11-18T23:00:00",0,"2023-11-18T23:30:00",0,"N"
"PT_400030","GU_403620","2023-11-19","2023-11-18","2023-11-18T23:00:00",0,"2023-11-19T23:00:00",0,"N"
"PT_400030","GU_403630","2023-11-19","2023-11-18","2023-11-18T23:00:00",0,"2023-11-18T23:30:00",0,"N"
"PT_400030","GU_403660","2023-11-19","2023-11-18","2023-11-18T23:00:00",0,"2023-11-18T23:30:00",0,"N"
"PT_402540","GU_404000","2023-11-19","2023-11-18","2023-11-18T23:00:00",21.45,"2023-11-18T23:30:00",21.45,"N"
"PT_402540","GU_404010","2023-11-19","2023-11-18","2023-11-18T23:00:00",0,"2023-11-18T23:30:00",0,"N"
"PT_402573","GU_404260","2023-11-19","2023-11-18","2023-11-18T23:00:00",0,"2023-11-19T23:00:00",0,"N"
"PT_402573","GU_404270","2023-11-19","2023-11-18","2023-11-18T23:00:00",0,"2023-11-18T23:30:00",0,"N"
"PT_402579","GU_404360","2023-11-19","2023-11-18","2023-11-18T23:00:00",0,"2023-11-19T23:00:00",0,"N"
"PT_402579","GU_404370","2023-11-19","2023-11-18","2023-11-18T23:00:00",0,"2023-11-19T23:00:00",0,"N"
"PT_402580","GU_404380","2023-11-19","2023-11-18","2023-11-18T23:00:00",0,"2023-11-19T23:00:00",0,"N"
"PT_402580","GU_404390","2023-11-19","2023-11-18","2023-11-18T23:00:00",0,"2023-11-19T23:00:00",0,"N"
"PT_402540","GU_404510","2023-11-19","2023-11-18","2023-11-18T23:00:00",0,"2023-11-18T23:30:00",0,"N"
"PT_402540","GU_404520","2023-11-19","2023-11-18","2023-11-18T23:00:00",0,"2023-11-18T23:30:00",0,"N"
"PT_402584","GU_404530","2023-11-19","2023-11-18","2023-11-18T23:00:00",0,"2023-11-19T23:00:00",0,"N"
"PT_402585","GU_404540","2023-11-19","2023-11-18","2023-11-18T23:00:00",0,"2023-11-18T23:30:00",0,"N"
"PT_402586","GU_404550","2023-11-19","2023-11-18","2023-11-18T23:00:00",0,"2023-11-19T23:00:00",0,"N"
"PT_402540","GU_404900","2023-11-19","2023-11-18","2023-11-18T23:00:00",0,"2023-11-18T23:30:00",0,"N"
"PT_402540","GU_405070","2023-11-19","2023-11-18","2023-11-18T23:00:00",0,"2023-11-18T23:30:00",0,"N"
"PT_402540","GU_405110","2023-11-19","2023-11-18","2023-11-18T23:00:00",18.85,"2023-11-18T23:30:00",18.85,"N"
"PT_402540","GU_405160","2023-11-19","2023-11-18","2023-11-18T23:00:00",29.1,"2023-11-18T23:30:00",29.1,"N"
"PT_400030","GU_405170","2023-11-19","2023-11-18","2023-11-18T23:00:00",0,"2023-11-18T23:30:00",0,"N"
"PT_400030","GU_405850","2023-11-19","2023-11-18","2023-11-18T23:00:00",0,"2023-11-19T01:00:00",0,"N"
"PT_500024","GU_500040","2023-11-19","2023-11-18","2023-11-18T23:00:00",0,"2023-11-18T23:30:00",0,"N"
"PT_500024","GU_500041","2023-11-19","2023-11-18","2023-11-18T23:00:00",0,"2023-11-18T23:30:00",0,"N"
"PT_500040","GU_500283","2023-11-19","2023-11-18","2023-11-18T23:00:00",0,"2023-11-19T23:00:00",0,"N"
"PT_500040","GU_500284","2023-11-19","2023-11-18","2023-11-18T23:00:00",0,"2023-11-19T23:00:00",0,"N"
"PT_500045","GU_500820","2023-11-19","2023-11-18","2023-11-18T23:00:00",0,"2023-11-19T23:00:00",0,"N"
"PT_500045","GU_500821","2023-11-19","2023-11-18","2023-11-18T23:00:00",0,"2023-11-19T23:00:00",0,"N"
"PT_500045","GU_500824","2023-11-19","2023-11-18","2023-11-18T23:00:00",0,"2023-11-19T23:00:00",0,"N"
"PT_500045","GU_500825","2023-11-19","2023-11-18","2023-11-18T23:00:00",0,"2023-11-19T23:00:00",0,"N"
"PT_500048","GU_500904","2023-11-19","2023-11-18","2023-11-18T23:00:00",0,"2023-11-19T23:00:00",0,"N"
"PT_500053","GU_501130","2023-11-19","2023-11-18","2023-11-18T23:00:00",0,"2023-11-19T23:00:00",0,"N"
"PT_500073","GU_501230","2023-11-19","2023-11-18","2023-11-18T23:00:00",0,"2023-11-19T23:00:00",0,"N"
"PT_500028","GU_501350","2023-11-19","2023-11-18","2023-11-18T23:00:00",16.3,"2023-11-18T23:30:00",16.3,"N"
"PT_500030","GU_503350","2023-11-19","2023-11-18","2023-11-18T23:00:00",0,"2023-11-19T23:00:00",0,"N"
"PT_500040","GU_503720","2023-11-19","2023-11-18","2023-11-18T23:00:00",0,"2023-11-19T23:00:00",0,"N"
"PT_500040","GU_503730","2023-11-19","2023-11-18","2023-11-18T23:00:00",0,"2023-11-19T23:00:00",0,"N"
"PT_500040","GU_503740","2023-11-19","2023-11-18","2023-11-18T23:00:00",0,"2023-11-19T23:00:00",0,"N"
"PT_502514","GU_503950","2023-11-19","2023-11-18","2023-11-18T23:00:00",0,"2023-11-18T23:30:00",0,"N"
"PT_502514","GU_503960","2023-11-19","2023-11-18","2023-11-18T23:00:00",0,"2023-11-18T23:30:00",0,"N"
"PT_502532","GU_503980","2023-11-19","2023-11-18","2023-11-18T23:00:00",0,"2023-11-19T23:00:00",0,"N"
"PT_400030","GU_400251","2023-11-19","2023-11-18","2023-11-18T23:02:00",3,"2023-11-18T23:03:00",0,"N"
"PT_400030","GU_400251","2023-11-19","2023-11-18","2023-11-18T23:03:00",0,"2023-11-18T23:30:00",0,"N"
"PT_400116","DSU_401400","2023-11-19","2023-11-18","2023-11-18T23:30:00",0,"2023-11-19T00:00:00",0,"N"
"PT_400043","DSU_401590","2023-11-19","2023-11-18","2023-11-18T23:30:00",0,"2023-11-19T00:00:00",0,"N"
"PT_400144","DSU_401660","2023-11-19","2023-11-18","2023-11-18T23:30:00",0,"2023-11-19T00:00:00",0,"N"
"PT_400116","DSU_401870","2023-11-19","2023-11-18","2023-11-18T23:30:00",7,"2023-11-19T00:00:00",6,"N"
"PT_400043","DSU_402040","2023-11-19","2023-11-18","2023-11-18T23:30:00",0,"2023-11-19T00:00:00",0,"N"
"PT_400116","DSU_402090","2023-11-19","2023-11-18","2023-11-18T23:30:00",7,"2023-11-19T00:00:00",7,"N"
"PT_400116","DSU_402100","2023-11-19","2023-11-18","2023-11-18T23:30:00",2,"2023-11-19T00:00:00",2,"N"
"PT_400116","DSU_402120","2023-11-19","2023-11-18","2023-11-18T23:30:00",1,"2023-11-19T00:00:00",1,"N"
"PT_400090","DSU_403080","2023-11-19","2023-11-18","2023-11-18T23:30:00",0,"2023-11-19T00:00:00",0,"N"
"PT_400144","DSU_403500","2023-11-19","2023-11-18","2023-11-18T23:30:00",0,"2023-11-19T00:00:00",0,"N"
"PT_400116","DSU_403520","2023-11-19","2023-11-18","2023-11-18T23:30:00",0,"2023-11-19T00:00:00",0,"N"
"PT_400116","DSU_403560","2023-11-19","2023-11-18","2023-11-18T23:30:00",0,"2023-11-19T00:00:00",0,"N"
"PT_400133","DSU_403590","2023-11-19","2023-11-18","2023-11-18T23:30:00",0,"2023-11-19T00:00:00",0,"N"
"PT_400111","DSU_403620","2023-11-19","2023-11-18","2023-11-18T23:30:00",0,"2023-11-19T00:00:00",0,"N"
"PT_400116","DSU_403630","2023-11-19","2023-11-18","2023-11-18T23:30:00",0,"2023-11-19T00:00:00",0,"N"
"PT_400116","DSU_403640","2023-11-19","2023-11-18","2023-11-18T23:30:00",0,"2023-11-19T00:00:00",0,"N"
"PT_400124","DSU_403660","2023-11-19","2023-11-18","2023-11-18T23:30:00",0,"2023-11-19T00:00:00",0,"N"
"PT_400133","DSU_403690","2023-11-19","2023-11-18","2023-11-18T23:30:00",0,"2023-11-19T00:00:00",0,"N"
"PT_400116","DSU_403730","2023-11-19","2023-11-18","2023-11-18T23:30:00",0,"2023-11-19T00:00:00",0,"N"
"PT_400116","DSU_403760","2023-11-19","2023-11-18","2023-11-18T23:30:00",6,"2023-11-19T00:00:00",6,"N"
"PT_500064","DSU_501200","2023-11-19","2023-11-18","2023-11-18T23:30:00",0,"2023-11-19T00:00:00",0,"N"
"PT_500067","DSU_501380","2023-11-19","2023-11-18","2023-11-18T23:30:00",0,"2023-11-19T00:00:00",0,"N"
"PT_500098","DSU_501450","2023-11-19","2023-11-18","2023-11-18T23:30:00",0,"2023-11-19T00:00:00",0,"N"
"PT_500067","DSU_501510","2023-11-19","2023-11-18","2023-11-18T23:30:00",0,"2023-11-19T00:00:00",0,"N"
"PT_500067","DSU_501590","2023-11-19","2023-11-18","2023-11-18T23:30:00",0,"2023-11-19T00:00:00",0,"N"
"PT_500067","DSU_501600","2023-11-19","2023-11-18","2023-11-18T23:30:00",0,"2023-11-19T00:00:00",0,"N"
"PT_500067","DSU_501610","2023-11-19","2023-11-18","2023-11-18T23:30:00",0,"2023-11-19T00:00:00",0,"N"
"PT_500053","DSU_503420","2023-11-19","2023-11-18","2023-11-18T23:30:00",0,"2023-11-19T00:00:00",0,"N"
"PT_500053","DSU_503450","2023-11-19","2023-11-18","2023-11-18T23:30:00",0,"2023-11-19T00:00:00",0,"N"
"PT_502516","DSU_503460","2023-11-19","2023-11-18","2023-11-18T23:30:00",0,"2023-11-19T00:00:00",0,"N"
"PT_500053","DSU_503480","2023-11-19","2023-11-18","2023-11-18T23:30:00",0,"2023-11-19T00:00:00",0,"N"
"PT_500067","DSU_503490","2023-11-19","2023-11-18","2023-11-18T23:30:00",0,"2023-11-19T00:00:00",0,"N"
"PT_500099","DSU_503650","2023-11-19","2023-11-18","2023-11-18T23:30:00",0,"2023-11-19T00:00:00",0,"N"
"PT_400024","GU_400120","2023-11-19","2023-11-18","2023-11-18T23:30:00",0,"2023-11-19T00:00:00",0,"N"
"PT_400024","GU_400121","2023-11-19","2023-11-18","2023-11-18T23:30:00",77,"2023-11-19T00:00:00",77,"N"
"PT_400030","GU_400180","2023-11-19","2023-11-18","2023-11-18T23:30:00",0,"2023-11-19T00:00:00",0,"N"
"PT_400030","GU_400181","2023-11-19","2023-11-18","2023-11-18T23:30:00",0,"2023-11-19T00:00:00",0,"N"
"PT_400030","GU_400182","2023-11-19","2023-11-18","2023-11-18T23:30:00",0,"2023-11-19T00:00:00",0,"N"
"PT_400030","GU_400183","2023-11-19","2023-11-18","2023-11-18T23:30:00",0,"2023-11-19T00:00:00",0,"N"
"PT_400030","GU_400200","2023-11-19","2023-11-18","2023-11-18T23:30:00",21,"2023-11-19T00:00:00",21,"N"
"PT_400030","GU_400201","2023-11-19","2023-11-18","2023-11-18T23:30:00",22,"2023-11-19T00:00:00",22,"N"
"PT_400030","GU_400202","2023-11-19","2023-11-18","2023-11-18T23:30:00",19,"2023-11-19T00:00:00",19,"N"
"PT_400030","GU_400203","2023-11-19","2023-11-18","2023-11-18T23:30:00",0,"2023-11-19T00:00:00",0,"N"
"PT_400030","GU_400210","2023-11-19","2023-11-18","2023-11-18T23:30:00",10,"2023-11-19T00:00:00",10,"N"
"PT_400030","GU_400211","2023-11-19","2023-11-18","2023-11-18T23:30:00",10,"2023-11-19T00:00:00",10,"N"
"PT_400030","GU_400220","2023-11-19","2023-11-18","2023-11-18T23:30:00",22.5,"2023-11-19T00:00:00",22.5,"N"
"PT_400030","GU_400221","2023-11-19","2023-11-18","2023-11-18T23:30:00",22.5,"2023-11-19T00:00:00",22.5,"N"
"PT_400030","GU_400240","2023-11-19","2023-11-18","2023-11-18T23:30:00",0,"2023-11-19T00:00:00",0,"N"
"PT_400030","GU_400250","2023-11-19","2023-11-18","2023-11-18T23:30:00",0,"2023-11-19T00:00:00",0,"N"
"PT_400030","GU_400251","2023-11-19","2023-11-18","2023-11-18T23:30:00",0,"2023-11-19T00:00:00",0,"N"
"PT_400030","GU_400252","2023-11-19","2023-11-18","2023-11-18T23:30:00",4,"2023-11-19T00:00:00",4,"N"
"PT_400030","GU_400260","2023-11-19","2023-11-18","2023-11-18T23:30:00",3,"2023-11-19T00:00:00",3,"N"
"PT_400030","GU_400270","2023-11-19","2023-11-18","2023-11-18T23:30:00",0,"2023-11-19T00:00:00",0,"N"
"PT_400030","GU_400271","2023-11-19","2023-11-18","2023-11-18T23:30:00",0,"2023-11-19T00:00:00",0,"N"
"PT_400030","GU_400272","2023-11-19","2023-11-18","2023-11-18T23:30:00",0,"2023-11-19T00:00:00",0,"N"
"PT_400030","GU_400280","2023-11-19","2023-11-18","2023-11-18T23:30:00",15,"2023-11-19T00:00:00",15,"N"
"PT_400030","GU_400281","2023-11-19","2023-11-18","2023-11-18T23:30:00",4,"2023-11-19T00:00:00",4,"N"
"PT_400030","GU_400290","2023-11-19","2023-11-18","2023-11-18T23:30:00",3,"2023-11-19T00:00:00",3,"N"
"PT_400030","GU_400324","2023-11-19","2023-11-18","2023-11-18T23:30:00",0,"2023-11-19T00:00:00",0,"N"
"PT_400030","GU_400325","2023-11-19","2023-11-18","2023-11-18T23:30:00",0,"2023-11-19T00:00:00",0,"N"
"PT_400030","GU_400360","2023-11-19","2023-11-18","2023-11-18T23:30:00",0,"2023-11-19T00:00:00",0,"N"
"PT_400030","GU_400361","2023-11-19","2023-11-18","2023-11-18T23:30:00",0,"2023-11-19T00:00:00",0,"N"
"PT_400030","GU_400362","2023-11-19","2023-11-18","2023-11-18T23:30:00",0,"2023-11-19T00:00:00",0,"N"
"PT_400030","GU_400363","2023-11-19","2023-11-18","2023-11-18T23:30:00",0,"2023-11-19T00:00:00",0,"N"
"PT_400030","GU_400370","2023-11-19","2023-11-18","2023-11-18T23:30:00",0,"2023-11-19T00:00:00",0,"N"
"PT_400035","GU_400480","2023-11-19","2023-11-18","2023-11-18T23:30:00",0,"2023-11-19T00:00:00",0,"N"
"PT_400037","GU_400500","2023-11-19","2023-11-18","2023-11-18T23:30:00",0,"2023-11-19T00:00:00",0,"N"
"PT_400041","GU_400530","2023-11-19","2023-11-18","2023-11-18T23:30:00",0,"2023-11-19T00:00:00",0,"N"
