TradeDate,DeliveryDate,StartTime,EndTime,Forecast
2023-11-23,2023-11-23,2023-11-23T02:45:00,2023-11-23T03:00:00,3219.068
2023-11-23,2023-11-23,2023-11-23T03:00:00,2023-11-23T03:15:00,3254.761
2023-11-23,2023-11-23,2023-11-23T03:15:00,2023-11-23T03:30:00,3242.434
2023-11-23,2023-11-23,2023-11-23T03:30:00,2023-11-23T03:45:00,3230.098
2023-11-23,2023-11-23,2023-11-23T03:45:00,2023-11-23T04:00:00,3217.764
2023-11-23,2023-11-23,2023-11-23T04:00:00,2023-11-23T04:15:00,3205.439
2023-11-23,2023-11-23,2023-11-23T04:15:00,2023-11-23T04:30:00,3200.447
2023-11-23,2023-11-23,2023-11-23T04:30:00,2023-11-23T04:45:00,3195.449
2023-11-23,2023-11-23,2023-11-23T04:45:00,2023-11-23T05:00:00,3190.465
2023-11-23,2023-11-23,2023-11-23T05:00:00,2023-11-23T05:15:00,3185.481
2023-11-23,2023-11-23,2023-11-23T05:15:00,2023-11-23T05:30:00,3186.013
2023-11-23,2023-11-23,2023-11-23T05:30:00,2023-11-23T05:45:00,3186.55
2023-11-23,2023-11-23,2023-11-23T05:45:00,2023-11-23T06:00:00,3187.099
2023-11-23,2023-11-23,2023-11-23T06:00:00,2023-11-23T06:15:00,3187.63
2023-11-23,2023-11-23,2023-11-23T06:15:00,2023-11-23T06:30:00,3218.21
2023-11-23,2023-11-23,2023-11-23T06:30:00,2023-11-23T06:45:00,3248.791
2023-11-23,2023-11-23,2023-11-23T06:45:00,2023-11-23T07:00:00,3279.369
2023-11-23,2023-11-23,2023-11-23T07:00:00,2023-11-23T07:15:00,3431.109
2023-11-23,2023-11-23,2023-11-23T07:15:00,2023-11-23T07:30:00,3446.203
2023-11-23,2023-11-23,2023-11-23T07:30:00,2023-11-23T07:45:00,3461.296
2023-11-23,2023-11-23,2023-11-23T07:45:00,2023-11-23T08:00:00,3476.375
2023-11-23,2023-11-23,2023-11-23T08:00:00,2023-11-23T08:15:00,3438.447
2023-11-23,2023-11-23,2023-11-23T08:15:00,2023-11-23T08:30:00,3424.407
2023-11-23,2023-11-23,2023-11-23T08:30:00,2023-11-23T08:45:00,3462.893
2023-11-23,2023-11-23,2023-11-23T08:45:00,2023-11-23T09:00:00,3448.593
2023-11-23,2023-11-23,2023-11-23T09:00:00,2023-11-23T09:15:00,3434.322
2023-11-23,2023-11-23,2023-11-23T09:15:00,2023-11-23T09:30:00,3398.241
2023-11-23,2023-11-23,2023-11-23T09:30:00,2023-11-23T09:45:00,3362.136
2023-11-23,2023-11-23,2023-11-23T09:45:00,2023-11-23T10:00:00,3326.048
2023-11-23,2023-11-23,2023-11-23T10:00:00,2023-11-23T10:15:00,3289.955
2023-11-23,2023-11-23,2023-11-23T10:15:00,2023-11-23T10:30:00,3236.297
2023-11-23,2023-11-23,2023-11-23T10:30:00,2023-11-23T10:45:00,3182.629
2023-11-23,2023-11-23,2023-11-23T10:45:00,2023-11-23T11:00:00,3128.961
2023-11-23,2023-11-23,2023-11-23T11:00:00,2023-11-23T11:15:00,3075.302
2023-11-23,2023-11-23,2023-11-23T11:15:00,2023-11-23T11:30:00,3045.896
2023-11-23,2023-11-23,2023-11-23T11:30:00,2023-11-23T11:45:00,3016.483
2023-11-23,2023-11-23,2023-11-23T11:45:00,2023-11-23T12:00:00,2987.076
2023-11-23,2023-11-23,2023-11-23T12:00:00,2023-11-23T12:15:00,2957.668
2023-11-23,2023-11-23,2023-11-23T12:15:00,2023-11-23T12:30:00,2929.376
2023-11-23,2023-11-23,2023-11-23T12:30:00,2023-11-23T12:45:00,2901.084
2023-11-23,2023-11-23,2023-11-23T12:45:00,2023-11-23T13:00:00,2872.787
2023-11-23,2023-11-23,2023-11-23T13:00:00,2023-11-23T13:15:00,2983.415
2023-11-23,2023-11-23,2023-11-23T13:15:00,2023-11-23T13:30:00,2913.433
2023-11-23,2023-11-23,2023-11-23T13:30:00,2023-11-23T13:45:00,2843.463
2023-11-23,2023-11-23,2023-11-23T13:45:00,2023-11-23T14:00:00,2773.491
2023-11-23,2023-11-23,2023-11-23T14:00:00,2023-11-23T14:15:00,2703.514
2023-11-23,2023-11-23,2023-11-23T14:15:00,2023-11-23T14:30:00,2666.058
2023-11-23,2023-11-23,2023-11-23T14:30:00,2023-11-23T14:45:00,2628.6
2023-11-23,2023-11-23,2023-11-23T14:45:00,2023-11-23T15:00:00,2591.145
2023-11-23,2023-11-23,2023-11-23T15:00:00,2023-11-23T15:15:00,2553.691
2023-11-23,2023-11-23,2023-11-23T15:15:00,2023-11-23T15:30:00,2508.11
2023-11-23,2023-11-23,2023-11-23T15:30:00,2023-11-23T15:45:00,2462.526
2023-11-23,2023-11-23,2023-11-23T15:45:00,2023-11-23T16:00:00,2416.955
2023-11-23,2023-11-23,2023-11-23T16:00:00,2023-11-23T16:15:00,2331.103
2023-11-23,2023-11-23,2023-11-23T16:15:00,2023-11-23T16:30:00,2306.302
2023-11-23,2023-11-23,2023-11-23T16:30:00,2023-11-23T16:45:00,2321.575
2023-11-23,2023-11-23,2023-11-23T16:45:00,2023-11-23T17:00:00,2296.664
2023-11-23,2023-11-23,2023-11-23T17:00:00,2023-11-23T17:15:00,2271.773
2023-11-23,2023-11-23,2023-11-23T17:15:00,2023-11-23T17:30:00,2239.576
2023-11-23,2023-11-23,2023-11-23T17:30:00,2023-11-23T17:45:00,2207.365
2023-11-23,2023-11-23,2023-11-23T17:45:00,2023-11-23T18:00:00,2175.15
2023-11-23,2023-11-23,2023-11-23T18:00:00,2023-11-23T18:15:00,2142.949
2023-11-23,2023-11-23,2023-11-23T18:15:00,2023-11-23T18:30:00,2095.697
2023-11-23,2023-11-23,2023-11-23T18:30:00,2023-11-23T18:45:00,2048.449
2023-11-23,2023-11-23,2023-11-23T18:45:00,2023-11-23T19:00:00,2001.199
2023-11-23,2023-11-23,2023-11-23T19:00:00,2023-11-23T19:15:00,1923.507
2023-11-23,2023-11-23,2023-11-23T19:15:00,2023-11-23T19:30:00,1863.132
2023-11-23,2023-11-23,2023-11-23T19:30:00,2023-11-23T19:45:00,1802.762
2023-11-23,2023-11-23,2023-11-23T19:45:00,2023-11-23T20:00:00,1742.378
2023-11-23,2023-11-23,2023-11-23T20:00:00,2023-11-23T20:15:00,1682.011
2023-11-23,2023-11-23,2023-11-23T20:15:00,2023-11-23T20:30:00,1593.006
2023-11-23,2023-11-23,2023-11-23T20:30:00,2023-11-23T20:45:00,1503.995
2023-11-23,2023-11-23,2023-11-23T20:45:00,2023-11-23T21:00:00,1414.976
2023-11-23,2023-11-23,2023-11-23T21:00:00,2023-11-23T21:15:00,1325.972
2023-11-23,2023-11-23,2023-11-23T21:15:00,2023-11-23T21:30:00,1283.218
2023-11-23,2023-11-23,2023-11-23T21:30:00,2023-11-23T21:45:00,1240.46
2023-11-23,2023-11-23,2023-11-23T21:45:00,2023-11-23T22:00:00,1197.7
2023-11-23,2023-11-23,2023-11-23T22:00:00,2023-11-23T22:15:00,1154.948
2023-11-23,2023-11-23,2023-11-23T22:15:00,2023-11-23T22:30:00,1139.464
