TradeDate,DeliveryDate,StartTime,EndTime,ResourceName,DispatchQuantity
2023-11-19,2023-11-19,2023-11-19T00:00:00,2023-11-19T00:30:00,GU_404490,8.065
2023-11-19,2023-11-19,2023-11-19T00:00:00,2023-11-19T00:30:00,GU_404480,3.775
2023-11-19,2023-11-19,2023-11-19T00:00:00,2023-11-19T00:30:00,GU_404470,13.09
2023-11-19,2023-11-19,2023-11-19T00:00:00,2023-11-19T00:30:00,GU_404540,0.0
2023-11-19,2023-11-19,2023-11-19T00:00:00,2023-11-19T00:30:00,GU_403880,6.324
2023-11-19,2023-11-19,2023-11-19T00:00:00,2023-11-19T00:30:00,GU_403840,2.307
2023-11-19,2023-11-19,2023-11-19T00:00:00,2023-11-19T00:30:00,GU_403810,6.313
2023-11-19,2023-11-19,2023-11-19T00:00:00,2023-11-19T00:30:00,GU_402200,2.821
2023-11-19,2023-11-19,2023-11-19T00:00:00,2023-11-19T00:30:00,GU_402190,7.99
2023-11-19,2023-11-19,2023-11-19T00:00:00,2023-11-19T00:30:00,GU_402160,1.832
2023-11-19,2023-11-19,2023-11-19T00:00:00,2023-11-19T00:30:00,GU_402150,19.411
2023-11-19,2023-11-19,2023-11-19T00:00:00,2023-11-19T00:30:00,GU_402130,10.18
2023-11-19,2023-11-19,2023-11-19T00:00:00,2023-11-19T00:30:00,GU_402110,8.13
2023-11-19,2023-11-19,2023-11-19T00:00:00,2023-11-19T00:30:00,GU_402080,6.947
2023-11-19,2023-11-19,2023-11-19T00:00:00,2023-11-19T00:30:00,GU_402210,7.259
2023-11-19,2023-11-19,2023-11-19T00:00:00,2023-11-19T00:30:00,GU_402050,5.552
2023-11-19,2023-11-19,2023-11-19T00:00:00,2023-11-19T00:30:00,GU_402010,1.056
2023-11-19,2023-11-19,2023-11-19T00:00:00,2023-11-19T00:30:00,GU_401990,26.767
2023-11-19,2023-11-19,2023-11-19T00:00:00,2023-11-19T00:30:00,GU_401980,4.829
2023-11-19,2023-11-19,2023-11-19T00:00:00,2023-11-19T00:30:00,GU_401960,23.3
2023-11-19,2023-11-19,2023-11-19T00:00:00,2023-11-19T00:30:00,GU_401950,7.366
2023-11-19,2023-11-19,2023-11-19T00:00:00,2023-11-19T00:30:00,GU_401940,11.632
2023-11-19,2023-11-19,2023-11-19T00:00:00,2023-11-19T00:30:00,GU_401930,6.374
2023-11-19,2023-11-19,2023-11-19T00:00:00,2023-11-19T00:30:00,GU_402030,31.0
2023-11-19,2023-11-19,2023-11-19T00:00:00,2023-11-19T00:30:00,GU_402220,6.911
2023-11-19,2023-11-19,2023-11-19T00:00:00,2023-11-19T00:30:00,GU_402250,5.888
2023-11-19,2023-11-19,2023-11-19T00:00:00,2023-11-19T00:30:00,GU_402260,0.949
2023-11-19,2023-11-19,2023-11-19T00:00:00,2023-11-19T00:30:00,GU_403800,9.038
2023-11-19,2023-11-19,2023-11-19T00:00:00,2023-11-19T00:30:00,GU_403790,39.108
2023-11-19,2023-11-19,2023-11-19T00:00:00,2023-11-19T00:30:00,GU_403770,14.635
2023-11-19,2023-11-19,2023-11-19T00:00:00,2023-11-19T00:30:00,GU_403760,15.843
2023-11-19,2023-11-19,2023-11-19T00:00:00,2023-11-19T00:30:00,GU_403750,1.048
2023-11-19,2023-11-19,2023-11-19T00:00:00,2023-11-19T00:30:00,GU_403660,0.0
2023-11-19,2023-11-19,2023-11-19T00:00:00,2023-11-19T00:30:00,GU_403630,0.0
2023-11-19,2023-11-19,2023-11-19T00:00:00,2023-11-19T00:30:00,GU_403620,0.0
2023-11-19,2023-11-19,2023-11-19T00:00:00,2023-11-19T00:30:00,GU_403560,0.0
2023-11-19,2023-11-19,2023-11-19T00:00:00,2023-11-19T00:30:00,GU_403400,16.402
2023-11-19,2023-11-19,2023-11-19T00:00:00,2023-11-19T00:30:00,GU_403390,10.008
2023-11-19,2023-11-19,2023-11-19T00:00:00,2023-11-19T00:30:00,GU_403380,13.537
2023-11-19,2023-11-19,2023-11-19T00:00:00,2023-11-19T00:30:00,GU_403000,0.0
2023-11-19,2023-11-19,2023-11-19T00:00:00,2023-11-19T00:30:00,GU_402340,5.316
2023-11-19,2023-11-19,2023-11-19T00:00:00,2023-11-19T00:30:00,GU_402300,10.466
2023-11-19,2023-11-19,2023-11-19T00:00:00,2023-11-19T00:30:00,GU_402280,3.949
2023-11-19,2023-11-19,2023-11-19T00:00:00,2023-11-19T00:30:00,GU_402270,17.952
2023-11-19,2023-11-19,2023-11-19T00:00:00,2023-11-19T00:30:00,GU_405110,8.681
2023-11-19,2023-11-19,2023-11-19T00:00:00,2023-11-19T00:30:00,GU_405140,21.953
2023-11-19,2023-11-19,2023-11-19T00:00:00,2023-11-19T00:30:00,GU_405150,0.0
2023-11-19,2023-11-19,2023-11-19T00:00:00,2023-11-19T00:30:00,GU_405160,10.655
2023-11-19,2023-11-19,2023-11-19T00:00:00,2023-11-19T00:30:00,GU_503790,2.5
2023-11-19,2023-11-19,2023-11-19T00:00:00,2023-11-19T00:30:00,GU_503780,2.083
2023-11-19,2023-11-19,2023-11-19T00:00:00,2023-11-19T00:30:00,GU_503740,31.5
2023-11-19,2023-11-19,2023-11-19T00:00:00,2023-11-19T00:30:00,GU_503730,80.0
2023-11-19,2023-11-19,2023-11-19T00:00:00,2023-11-19T00:30:00,GU_503720,0.0
2023-11-19,2023-11-19,2023-11-19T00:00:00,2023-11-19T00:30:00,GU_503400,0.0
2023-11-19,2023-11-19,2023-11-19T00:00:00,2023-11-19T00:30:00,GU_503350,0.0
2023-11-19,2023-11-19,2023-11-19T00:00:00,2023-11-19T00:30:00,GU_503800,3.583
2023-11-19,2023-11-19,2023-11-19T00:00:00,2023-11-19T00:30:00,GU_501750,4.583
2023-11-19,2023-11-19,2023-11-19T00:00:00,2023-11-19T00:30:00,GU_501730,3.083
2023-11-19,2023-11-19,2023-11-19T00:00:00,2023-11-19T00:30:00,GU_501720,2.5
2023-11-19,2023-11-19,2023-11-19T00:00:00,2023-11-19T00:30:00,GU_501710,3.583
2023-11-19,2023-11-19,2023-11-19T00:00:00,2023-11-19T00:30:00,GU_501700,3.0
2023-11-19,2023-11-19,2023-11-19T00:00:00,2023-11-19T00:30:00,GU_501680,2.0
2023-11-19,2023-11-19,2023-11-19T00:00:00,2023-11-19T00:30:00,GU_501670,8.667
2023-11-19,2023-11-19,2023-11-19T00:00:00,2023-11-19T00:30:00,GU_501660,0.0
2023-11-19,2023-11-19,2023-11-19T00:00:00,2023-11-19T00:30:00,GU_501740,3.01
2023-11-19,2023-11-19,2023-11-19T00:00:00,2023-11-19T00:30:00,GU_503810,2.07
2023-11-19,2023-11-19,2023-11-19T00:00:00,2023-11-19T00:30:00,GU_503820,3.5
2023-11-19,2023-11-19,2023-11-19T00:00:00,2023-11-19T00:30:00,GU_503830,5.083
2023-11-19,2023-11-19,2023-11-19T00:00:00,2023-11-19T00:30:00,I_ROIEWIC,89.817
2023-11-19,2023-11-19,2023-11-19T00:00:00,2023-11-19T00:30:00,I_NIMOYLE,-174.383
2023-11-19,2023-11-19,2023-11-19T00:00:00,2023-11-19T00:30:00,GU_504200,5.967
2023-11-19,2023-11-19,2023-11-19T00:00:00,2023-11-19T00:30:00,GU_504160,2.5
2023-11-19,2023-11-19,2023-11-19T00:00:00,2023-11-19T00:30:00,GU_504090,0.0
2023-11-19,2023-11-19,2023-11-19T00:00:00,2023-11-19T00:30:00,GU_504040,12.75
2023-11-19,2023-11-19,2023-11-19T00:00:00,2023-11-19T00:30:00,GU_504030,6.667
2023-11-19,2023-11-19,2023-11-19T00:00:00,2023-11-19T00:30:00,GU_503980,0.0
2023-11-19,2023-11-19,2023-11-19T00:00:00,2023-11-19T00:30:00,GU_503960,0.0
2023-11-19,2023-11-19,2023-11-19T00:00:00,2023-11-19T00:30:00,GU_503950,0.0
2023-11-19,2023-11-19,2023-11-19T00:00:00,2023-11-19T00:30:00,GU_503940,3.583
2023-11-19,2023-11-19,2023-11-19T00:00:00,2023-11-19T00:30:00,GU_503930,2.0
2023-11-19,2023-11-19,2023-11-19T00:00:00,2023-11-19T00:30:00,GU_503920,9.667
2023-11-19,2023-11-19,2023-11-19T00:00:00,2023-11-19T00:30:00,GU_503900,14.833
2023-11-19,2023-11-19,2023-11-19T00:00:00,2023-11-19T00:30:00,GU_503860,3.583
2023-11-19,2023-11-19,2023-11-19T00:00:00,2023-11-19T00:30:00,GU_503850,2.0
2023-11-19,2023-11-19,2023-11-19T00:00:00,2023-11-19T00:30:00,GU_503840,3.0
2023-11-19,2023-11-19,2023-11-19T00:00:00,2023-11-19T00:30:00,GU_501630,0.0
2023-11-19,2023-11-19,2023-11-19T00:00:00,2023-11-19T00:30:00,GU_401920,0.252
2023-11-19,2023-11-19,2023-11-19T00:00:00,2023-11-19T00:30:00,GU_501620,4.083
2023-11-19,2023-11-19,2023-11-19T00:00:00,2023-11-19T00:30:00,GU_501520,3.0
2023-11-19,2023-11-19,2023-11-19T00:00:00,2023-11-19T00:30:00,GU_500790,3.583
2023-11-19,2023-11-19,2023-11-19T00:00:00,2023-11-19T00:30:00,GU_500740,4.083
2023-11-19,2023-11-19,2023-11-19T00:00:00,2023-11-19T00:30:00,GU_500720,2.083
2023-11-19,2023-11-19,2023-11-19T00:00:00,2023-11-19T00:30:00,GU_500284,0.0
2023-11-19,2023-11-19,2023-11-19T00:00:00,2023-11-19T00:30:00,GU_500283,0.0
2023-11-19,2023-11-19,2023-11-19T00:00:00,2023-11-19T00:30:00,GU_500041,0.0
2023-11-19,2023-11-19,2023-11-19T00:00:00,2023-11-19T00:30:00,GU_500040,105.5
2023-11-19,2023-11-19,2023-11-19T00:00:00,2023-11-19T00:30:00,GU_500820,0.0
2023-11-19,2023-11-19,2023-11-19T00:00:00,2023-11-19T00:30:00,GU_500020,0.0
2023-11-19,2023-11-19,2023-11-19T00:00:00,2023-11-19T00:30:00,GU_405890,9.617
2023-11-19,2023-11-19,2023-11-19T00:00:00,2023-11-19T00:30:00,GU_405870,2.743
2023-11-19,2023-11-19,2023-11-19T00:00:00,2023-11-19T00:30:00,GU_405850,0.0
2023-11-19,2023-11-19,2023-11-19T00:00:00,2023-11-19T00:30:00,GU_405840,0.0
2023-11-19,2023-11-19,2023-11-19T00:00:00,2023-11-19T00:30:00,GU_405830,6.67
2023-11-19,2023-11-19,2023-11-19T00:00:00,2023-11-19T00:30:00,GU_405210,45.28
2023-11-19,2023-11-19,2023-11-19T00:00:00,2023-11-19T00:30:00,GU_405170,0.0
2023-11-19,2023-11-19,2023-11-19T00:00:00,2023-11-19T00:30:00,GU_500010,4.083
2023-11-19,2023-11-19,2023-11-19T00:00:00,2023-11-19T00:30:00,GU_500821,0.0
2023-11-19,2023-11-19,2023-11-19T00:00:00,2023-11-19T00:30:00,GU_500824,0.0
2023-11-19,2023-11-19,2023-11-19T00:00:00,2023-11-19T00:30:00,GU_500825,0.0
2023-11-19,2023-11-19,2023-11-19T00:00:00,2023-11-19T00:30:00,GU_501500,6.167
2023-11-19,2023-11-19,2023-11-19T00:00:00,2023-11-19T00:30:00,GU_501440,4.083
2023-11-19,2023-11-19,2023-11-19T00:00:00,2023-11-19T00:30:00,GU_501430,2.0
2023-11-19,2023-11-19,2023-11-19T00:00:00,2023-11-19T00:30:00,GU_501390,0.5
2023-11-19,2023-11-19,2023-11-19T00:00:00,2023-11-19T00:30:00,GU_501360,2.083
2023-11-19,2023-11-19,2023-11-19T00:00:00,2023-11-19T00:30:00,GU_501350,8.0
2023-11-19,2023-11-19,2023-11-19T00:00:00,2023-11-19T00:30:00,GU_501250,5.583
2023-11-19,2023-11-19,2023-11-19T00:00:00,2023-11-19T00:30:00,GU_501230,0.0
2023-11-19,2023-11-19,2023-11-19T00:00:00,2023-11-19T00:30:00,GU_501210,3.083
2023-11-19,2023-11-19,2023-11-19T00:00:00,2023-11-19T00:30:00,GU_501190,4.083
2023-11-19,2023-11-19,2023-11-19T00:00:00,2023-11-19T00:30:00,GU_501160,17.917
2023-11-19,2023-11-19,2023-11-19T00:00:00,2023-11-19T00:30:00,GU_501150,3.583
2023-11-19,2023-11-19,2023-11-19T00:00:00,2023-11-19T00:30:00,GU_501130,0.0
2023-11-19,2023-11-19,2023-11-19T00:00:00,2023-11-19T00:30:00,GU_501050,3.083
2023-11-19,2023-11-19,2023-11-19T00:00:00,2023-11-19T00:30:00,GU_501040,2.5
2023-11-19,2023-11-19,2023-11-19T00:00:00,2023-11-19T00:30:00,GU_500904,0.0
2023-11-19,2023-11-19,2023-11-19T00:00:00,2023-11-19T00:30:00,GU_500900,0.0
2023-11-19,2023-11-19,2023-11-19T00:00:00,2023-11-19T00:30:00,GU_501550,4.667
2023-11-19,2023-11-19,2023-11-19T00:00:00,2023-11-19T00:30:00,GU_401900,21.581
2023-11-19,2023-11-19,2023-11-19T00:00:00,2023-11-19T00:30:00,GU_405130,0.0
2023-11-19,2023-11-19,2023-11-19T00:00:00,2023-11-19T00:30:00,GU_401860,0.0
2023-11-19,2023-11-19,2023-11-19T00:00:00,2023-11-19T00:30:00,GU_400050,12.044
2023-11-19,2023-11-19,2023-11-19T00:00:00,2023-11-19T00:30:00,GU_400021,0.251
2023-11-19,2023-11-19,2023-11-19T00:00:00,2023-11-19T00:30:00,DSU_503650,0.0
2023-11-19,2023-11-19,2023-11-19T00:00:00,2023-11-19T00:30:00,DSU_503490,0.0
2023-11-19,2023-11-19,2023-11-19T00:00:00,2023-11-19T00:30:00,DSU_503480,0.0
2023-11-19,2023-11-19,2023-11-19T00:00:00,2023-11-19T00:30:00,DSU_503460,0.0
2023-11-19,2023-11-19,2023-11-19T00:00:00,2023-11-19T00:30:00,DSU_503450,0.0
2023-11-19,2023-11-19,2023-11-19T00:00:00,2023-11-19T00:30:00,GU_400060,10.741
2023-11-19,2023-11-19,2023-11-19T00:00:00,2023-11-19T00:30:00,DSU_503420,0.0
2023-11-19,2023-11-19,2023-11-19T00:00:00,2023-11-19T00:30:00,DSU_501600,0.0
2023-11-19,2023-11-19,2023-11-19T00:00:00,2023-11-19T00:30:00,DSU_501590,0.0
2023-11-19,2023-11-19,2023-11-19T00:00:00,2023-11-19T00:30:00,DSU_501560,0.0
2023-11-19,2023-11-19,2023-11-19T00:00:00,2023-11-19T00:30:00,DSU_501510,0.0
2023-11-19,2023-11-19,2023-11-19T00:00:00,2023-11-19T00:30:00,DSU_501460,0.0
2023-11-19,2023-11-19,2023-11-19T00:00:00,2023-11-19T00:30:00,DSU_501450,0.0
2023-11-19,2023-11-19,2023-11-19T00:00:00,2023-11-19T00:30:00,DSU_501380,0.0
2023-11-19,2023-11-19,2023-11-19T00:00:00,2023-11-19T00:30:00,DSU_501610,0.0
2023-11-19,2023-11-19,2023-11-19T00:00:00,2023-11-19T00:30:00,GU_400070,5.773
2023-11-19,2023-11-19,2023-11-19T00:00:00,2023-11-19T00:30:00,GU_400080,9.613
2023-11-19,2023-11-19,2023-11-19T00:00:00,2023-11-19T00:30:00,GU_400120,0.0
2023-11-19,2023-11-19,2023-11-19T00:00:00,2023-11-19T00:30:00,GU_400252,0.2
2023-11-19,2023-11-19,2023-11-19T00:00:00,2023-11-19T00:30:00,GU_400251,0.0
2023-11-19,2023-11-19,2023-11-19T00:00:00,2023-11-19T00:30:00,GU_400250,0.0
2023-11-19,2023-11-19,2023-11-19T00:00:00,2023-11-19T00:30:00,GU_400240,0.0
2023-11-19,2023-11-19,2023-11-19T00:00:00,2023-11-19T00:30:00,GU_400221,11.5
2023-11-19,2023-11-19,2023-11-19T00:00:00,2023-11-19T00:30:00,GU_400220,11.5
2023-11-19,2023-11-19,2023-11-19T00:00:00,2023-11-19T00:30:00,GU_400211,5.0
2023-11-19,2023-11-19,2023-11-19T00:00:00,2023-11-19T00:30:00,GU_400210,5.0
2023-11-19,2023-11-19,2023-11-19T00:00:00,2023-11-19T00:30:00,GU_400203,0.0
2023-11-19,2023-11-19,2023-11-19T00:00:00,2023-11-19T00:30:00,GU_400202,9.5
2023-11-19,2023-11-19,2023-11-19T00:00:00,2023-11-19T00:30:00,GU_400201,11.0
2023-11-19,2023-11-19,2023-11-19T00:00:00,2023-11-19T00:30:00,GU_400200,10.5
2023-11-19,2023-11-19,2023-11-19T00:00:00,2023-11-19T00:30:00,GU_400183,0.0
2023-11-19,2023-11-19,2023-11-19T00:00:00,2023-11-19T00:30:00,GU_400182,0.0
2023-11-19,2023-11-19,2023-11-19T00:00:00,2023-11-19T00:30:00,GU_400181,0.0
2023-11-19,2023-11-19,2023-11-19T00:00:00,2023-11-19T00:30:00,GU_400180,0.0
2023-11-19,2023-11-19,2023-11-19T00:00:00,2023-11-19T00:30:00,GU_400121,20.0
2023-11-19,2023-11-19,2023-11-19T00:00:00,2023-11-19T00:30:00,DSU_501330,0.0
2023-11-19,2023-11-19,2023-11-19T00:00:00,2023-11-19T00:30:00,GU_400260,1.5
2023-11-19,2023-11-19,2023-11-19T00:00:00,2023-11-19T00:30:00,DSU_501200,0.0
2023-11-19,2023-11-19,2023-11-19T00:00:00,2023-11-19T00:30:00,DSU_403760,0.0
2023-11-19,2023-11-19,2023-11-19T00:00:00,2023-11-19T00:30:00,DSU_402100,0.0
2023-11-19,2023-11-19,2023-11-19T00:00:00,2023-11-19T00:30:00,DSU_402090,0.0
2023-11-19,2023-11-19,2023-11-19T00:00:00,2023-11-19T00:30:00,DSU_402040,0.0
2023-11-19,2023-11-19,2023-11-19T00:00:00,2023-11-19T00:30:00,DSU_401910,0.0
2023-11-19,2023-11-19,2023-11-19T00:00:00,2023-11-19T00:30:00,DSU_401880,0.0
2023-11-19,2023-11-19,2023-11-19T00:00:00,2023-11-19T00:30:00,DSU_401870,0.0
2023-11-19,2023-11-19,2023-11-19T00:00:00,2023-11-19T00:30:00,DSU_401850,0.0
2023-11-19,2023-11-19,2023-11-19T00:00:00,2023-11-19T00:30:00,DSU_402120,0.0
2023-11-19,2023-11-19,2023-11-19T00:00:00,2023-11-19T00:30:00,DSU_401800,0.0
2023-11-19,2023-11-19,2023-11-19T00:00:00,2023-11-19T00:30:00,DSU_401620,0.0
2023-11-19,2023-11-19,2023-11-19T00:00:00,2023-11-19T00:30:00,DSU_401610,0.0
2023-11-19,2023-11-19,2023-11-19T00:00:00,2023-11-19T00:30:00,DSU_401590,0.0
2023-11-19,2023-11-19,2023-11-19T00:00:00,2023-11-19T00:30:00,DSU_401530,0.0
2023-11-19,2023-11-19,2023-11-19T00:00:00,2023-11-19T00:30:00,DSU_401490,0.0
2023-11-19,2023-11-19,2023-11-19T00:00:00,2023-11-19T00:30:00,DSU_401400,0.0
2023-11-19,2023-11-19,2023-11-19T00:00:00,2023-11-19T00:30:00,GU_401890,4.525
2023-11-19,2023-11-19,2023-11-19T00:00:00,2023-11-19T00:30:00,DSU_401660,0.0
2023-11-19,2023-11-19,2023-11-19T00:00:00,2023-11-19T00:30:00,DSU_402180,0.0
2023-11-19,2023-11-19,2023-11-19T00:00:00,2023-11-19T00:30:00,DSU_403020,0.0
2023-11-19,2023-11-19,2023-11-19T00:00:00,2023-11-19T00:30:00,DSU_403030,0.0
2023-11-19,2023-11-19,2023-11-19T00:00:00,2023-11-19T00:30:00,DSU_403730,0.0
2023-11-19,2023-11-19,2023-11-19T00:00:00,2023-11-19T00:30:00,DSU_403720,0.0
2023-11-19,2023-11-19,2023-11-19T00:00:00,2023-11-19T00:30:00,DSU_403690,0.0
2023-11-19,2023-11-19,2023-11-19T00:00:00,2023-11-19T00:30:00,DSU_403660,0.0
2023-11-19,2023-11-19,2023-11-19T00:00:00,2023-11-19T00:30:00,DSU_403640,0.0
2023-11-19,2023-11-19,2023-11-19T00:00:00,2023-11-19T00:30:00,DSU_403630,0.0
2023-11-19,2023-11-19,2023-11-19T00:00:00,2023-11-19T00:30:00,DSU_403620,0.0
2023-11-19,2023-11-19,2023-11-19T00:00:00,2023-11-19T00:30:00,DSU_403590,0.0
2023-11-19,2023-11-19,2023-11-19T00:00:00,2023-11-19T00:30:00,DSU_403560,0.0
2023-11-19,2023-11-19,2023-11-19T00:00:00,2023-11-19T00:30:00,DSU_403520,0.0
2023-11-19,2023-11-19,2023-11-19T00:00:00,2023-11-19T00:30:00,DSU_403500,0.0
2023-11-19,2023-11-19,2023-11-19T00:00:00,2023-11-19T00:30:00,DSU_403470,0.0
2023-11-19,2023-11-19,2023-11-19T00:00:00,2023-11-19T00:30:00,DSU_403450,0.0
2023-11-19,2023-11-19,2023-11-19T00:00:00,2023-11-19T00:30:00,DSU_403120,0.0
2023-11-19,2023-11-19,2023-11-19T00:00:00,2023-11-19T00:30:00,DSU_403080,0.0
2023-11-19,2023-11-19,2023-11-19T00:00:00,2023-11-19T00:30:00,DSU_403050,0.0
2023-11-19,2023-11-19,2023-11-19T00:00:00,2023-11-19T00:30:00,DSU_403040,0.0
2023-11-19,2023-11-19,2023-11-19T00:00:00,2023-11-19T00:30:00,DSU_403790,0.0
2023-11-19,2023-11-19,2023-11-19T00:00:00,2023-11-19T00:30:00,GU_400270,0.0
2023-11-19,2023-11-19,2023-11-19T00:00:00,2023-11-19T00:30:00,DSU_401330,0.0
2023-11-19,2023-11-19,2023-11-19T00:00:00,2023-11-19T00:30:00,GU_401360,0.673
2023-11-19,2023-11-19,2023-11-19T00:00:00,2023-11-19T00:30:00,GU_400271,0.0
2023-11-19,2023-11-19,2023-11-19T00:00:00,2023-11-19T00:30:00,GU_401350,16.405
2023-11-19,2023-11-19,2023-11-19T00:00:00,2023-11-19T00:30:00,GU_401340,1.103
2023-11-19,2023-11-19,2023-11-19T00:00:00,2023-11-19T00:30:00,GU_401290,0.37
2023-11-19,2023-11-19,2023-11-19T00:00:00,2023-11-19T00:30:00,GU_401280,5.401
2023-11-19,2023-11-19,2023-11-19T00:00:00,2023-11-19T00:30:00,GU_401250,14.915
2023-11-19,2023-11-19,2023-11-19T00:00:00,2023-11-19T00:30:00,GU_401240,10.095
2023-11-19,2023-11-19,2023-11-19T00:00:00,2023-11-19T00:30:00,GU_401380,8.269
2023-11-19,2023-11-19,2023-11-19T00:00:00,2023-11-19T00:30:00,GU_401230,8.5
2023-11-19,2023-11-19,2023-11-19T00:00:00,2023-11-19T00:30:00,GU_401190,0.0
2023-11-19,2023-11-19,2023-11-19T00:00:00,2023-11-19T00:30:00,GU_401090,3.575
2023-11-19,2023-11-19,2023-11-19T00:00:00,2023-11-19T00:30:00,GU_401080,3.779
2023-11-19,2023-11-19,2023-11-19T00:00:00,2023-11-19T00:30:00,GU_401070,4.79
2023-11-19,2023-11-19,2023-11-19T00:00:00,2023-11-19T00:30:00,GU_401060,7.515
2023-11-19,2023-11-19,2023-11-19T00:00:00,2023-11-19T00:30:00,GU_401011,0.0
2023-11-19,2023-11-19,2023-11-19T00:00:00,2023-11-19T00:30:00,GU_401010,0.0
2023-11-19,2023-11-19,2023-11-19T00:00:00,2023-11-19T00:30:00,GU_401220,0.0
2023-11-19,2023-11-19,2023-11-19T00:00:00,2023-11-19T00:30:00,GU_401000,4.959
2023-11-19,2023-11-19,2023-11-19T00:00:00,2023-11-19T00:30:00,GU_401440,0.32
2023-11-19,2023-11-19,2023-11-19T00:00:00,2023-11-19T00:30:00,GU_401540,4.724
2023-11-19,2023-11-19,2023-11-19T00:00:00,2023-11-19T00:30:00,GU_401840,18.092
2023-11-19,2023-11-19,2023-11-19T00:00:00,2023-11-19T00:30:00,GU_401820,2.723
2023-11-19,2023-11-19,2023-11-19T00:00:00,2023-11-19T00:30:00,GU_401810,9.502
2023-11-19,2023-11-19,2023-11-19T00:00:00,2023-11-19T00:30:00,GU_401790,6.54
2023-11-19,2023-11-19,2023-11-19T00:00:00,2023-11-19T00:30:00,GU_401780,6.84
2023-11-19,2023-11-19,2023-11-19T00:00:00,2023-11-19T00:30:00,GU_401770,33.705
2023-11-19,2023-11-19,2023-11-19T00:00:00,2023-11-19T00:30:00,GU_401760,3.191
2023-11-19,2023-11-19,2023-11-19T00:00:00,2023-11-19T00:30:00,GU_401500,0.022
2023-11-19,2023-11-19,2023-11-19T00:00:00,2023-11-19T00:30:00,GU_401750,8.517
2023-11-19,2023-11-19,2023-11-19T00:00:00,2023-11-19T00:30:00,GU_401730,3.985
2023-11-19,2023-11-19,2023-11-19T00:00:00,2023-11-19T00:30:00,GU_401720,5.327
